"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4"
"11635","Gm12632",0,1.07,0,0,0,0,0,0.68
"11636","Gm12633",0,0,0,0,0,0,0,0.68
"11637","Gm12634",0,0,0,0,0,0,0,0
"11638","Gm12635",0,0,0,0,0,0,0,0
"11639","Gm12636",0,0,0,0,0,0,0,0
"11640","Gm12637",0,0,0,0,0,0,0,0
"11641","Gm12638",0,0,0,0,0,0,0,0
"11642","Gm12639",0,0,0,0,0,0,0,0
"11643","Gm12640",0,0,0,0,0,0,0,0
"11644","Gm12641",0,0,0,0,0,0,0,0
"11645","Gm12642",1.78,0,0,0,0,0,0.89,0
"11646","Gm12643",3.56,1.07,1.34,2.62,0,0.7,0,0
"11647","Gm12644",0,0,0,0,0,0,0,0
"11648","Gm12645",0,0,0,0,0,0,0,0
"11649","Gm12646",0,0,0,0,0,0,0,0
"11650","Gm12647",0,0,0,0,0,0,0,0
"11651","Gm12648",0,0,2.67,1.31,0,0,0,0
"11652","Gm12649",0,0,0,0,0,2.11,0,2.7
"11653","Gm12650",0,0,0,0,0,0,0.89,0
"11654","Gm12653",0,0,0,0,0,0,0,0
"11655","Gm12654",0,0,0,0,0,0,0,0
"11656","Gm12655",19.6,26.78,24.07,31.48,16.78,17.57,9.84,18.25
"11657","Gm12656",0,0,0,0,0,0,0,0
"11658","Gm12657",1.78,1.07,1.34,1.31,2.01,1.41,0.89,1.35
"11659","Gm12660",0,0,0,0,0,0,0,0
"11660","Gm12661",0,0,0,0,2.01,0,0,0
"11661","Gm12663",0,1.07,6.69,1.31,2.69,2.81,0,4.73
"11662","Gm12664",0,0,0,0,0,0,0,0
"11663","Gm12665",0,0,0,0,0,0,0,0
"11664","Gm12666",0,0,0,0,0,0,0,0
"11665","Gm12667",0,0,0,0,0,0,0,0
"11666","Gm12668",0,0,0,0,0,0,0,0
"11667","Gm12669",51.68,31.07,32.1,59.03,23.5,23.19,20.58,24.33
"11668","Gm12670",0,0,0,0,0,0,0,0
"11669","Gm12671",0,1.07,1.34,0,1.34,0,0,1.35
"11670","Gm12676",1.78,1.07,4.01,3.94,1.34,0,0,0
"11671","Gm12677",0,0,0,0,0,0,0,0
"11672","Gm12678",0,0,0,0,0,0,0,0
"11673","Gm12679",0,0,0,0,0,0,0,2.03
"11674","Gm12681",0,0,0,0,0,0,0,0
"11675","Gm12682",0,0,0,0,0,0,0,0
"11676","Gm12683",0,0,0,0,0,0,0,0
"11677","Gm12684",1.78,0,0,0,0.67,1.41,0.89,2.03
"11678","Gm12685",0,0,0,0,0,0,0,0
"11679","Gm12686",0,0,0,0,0,0,0,0
"11680","Gm12687",0,0,0,0,0,0,0,0
"11681","Gm12688",0,0,0,0,0.67,0,0,0
"11682","Gm12689",5.35,3.21,2.67,2.62,4.7,2.11,1.79,0.68
"11683","Gm12690",0,0,0,0,0,0,0,0
"11684","Gm12691",19.6,32.14,36.11,22.3,25.51,6.32,8.95,5.41
"11685","Gm12692",1.78,0,0,0,0,0,0,0
"11686","Gm12693",7.13,5.36,8.02,5.25,4.03,5.62,7.16,4.73
"11687","Gm12694",0,0,0,0,0,0,0,0
"11688","Gm12695",0,0,0,0,0.67,4.92,0.89,7.43
"11689","Gm12696",5.35,6.43,4.01,1.31,11.41,7.03,8.05,8.79
"11690","Gm12697",0,1.07,0,0,0.67,1.41,0,0
"11691","Gm12700",0,0,0,0,0,0,0,0
"11692","Gm12701",0,0,0,0,0,0,0,0
"11693","Gm12702",0,0,0,0,0,0,0,0
"11694","Gm12703",0,0,0,0,0,0,0,0
"11695","Gm12704",3.56,4.29,5.35,2.62,0.67,0,0.89,1.35
"11696","Gm12705",0,0,0,0,0,0,0.89,0
"11697","Gm12706",0,3.21,1.34,0,0,0.7,0,0
"11698","Gm12707",0,0,0,0,0,0,0,0
"11699","Gm12708",1.78,0,0,3.94,2.69,3.51,0.89,0.68
"11700","Gm12709",0,0,0,0,0,0,0,0
"11701","Gm12710",0,0,0,0,0,0,0,0
"11702","Gm12711",0,0,0,0,0,0,0,0
"11703","Gm12712",0,1.07,0,0,0.67,0,0,0.68
"11704","Gm12713",0,0,0,0,0,0,0,0
"11705","Gm12714",0,0,0,0,0,0,0,0
"11706","Gm12715",51.68,41.78,54.83,61.66,54.38,38.65,60.84,64.21
"11707","Gm12716",0,0,0,0,0.67,0,0,0
"11708","Gm12717",0,0,0,0,0.67,0,0,0
"11709","Gm12718",0,0,1.34,0,0,0,0.89,0
"11710","Gm12719",0,0,0,0,0,0,0,0
"11711","Gm12720",0,0,0,0,0,0,0,0
"11712","Gm12721",0,0,0,0,0,0,0,0
"11713","Gm12722",1.78,1.07,0,0,0,0,0.89,0
"11714","Gm12723",0,1.07,0,0,0.67,0,0,0
"11715","Gm12724",0,0,0,0,0,0,0,0
"11716","Gm12726",0,1.07,0,0,0.67,0,0,0.68
"11717","Gm12727",3.56,1.07,1.34,0,0.67,0.7,0,0.68
"11718","Gm12728",3.56,1.07,2.67,1.31,3.36,0.7,0.89,0.68
"11719","Gm12729",0,0,0,0,0,0,0,0
"11720","Gm12730",0,0,0,0,0,0,0,0
"11721","Gm12731",0,0,0,0,0,0,0,0
"11722","Gm12732",0,1.07,0,0,0,0,0.89,0.68
"11723","Gm12733",0,0,1.34,1.31,0.67,0,0,0
"11724","Gm12734",0,0,1.34,1.31,0,0.7,0,0.68
"11725","Gm12735",0,0,1.34,0,0,0.7,0,0
"11726","Gm12736",1.78,1.07,5.35,1.31,2.01,2.81,0,3.38
"11727","Gm12737",0,0,0,1.31,0,0,0,0
"11728","Gm12738",0,0,0,0,0,0,0,0
"11729","Gm12739",3.56,0,1.34,0,0.67,0.7,0,0
"11730","Gm12740",0,0,0,0,0,0,0,0
"11731","Gm12741",0,1.07,0,1.31,0,0,0,0.68
"11732","Gm12742",0,0,0,0,0,0,0,0
"11733","Gm12743",14.26,17.14,17.39,14.43,15.44,10.54,5.37,12.84
"11734","Gm12744",0,0,4.01,1.31,2.01,2.81,0,0
"11735","Gm12745",0,0,0,0,0,0,0,0
"11736","Gm12746",0,0,0,0,0,0,0,0
"11737","Gm12748",0,0,0,0,0,0,0,0
"11738","Gm12749",0,0,5.35,1.31,1.34,0.7,2.68,3.38
"11739","Gm12751",73.06,67.5,84.25,52.47,52.37,47.08,25.05,43.26
"11740","Gm12752",0,0,0,0,0,0.7,0,0
"11741","Gm12753",0,0,0,0,1.34,0.7,0.89,0
"11742","Gm12754",1.78,0,0,0,0.67,0,0,0
"11743","Gm12755",0,0,0,0,0.67,0,0,0
"11744","Gm12756",0,0,0,1.31,0,0,0,0
"11745","Gm12757",0,0,0,0,0,0,0,0
"11746","Gm12758",24.95,15,13.37,20.99,25.51,29.51,25.05,22.3
"11747","Gm12760",3.56,0,0,0,0,0,0,0
"11748","Gm12762",12.47,2.14,5.35,7.87,11.41,15.46,16.1,11.49
"11749","Gm12763",0,0,0,0,0,0,0,0
"11750","Gm12764",1.78,0,9.36,0,0.67,4.92,0.89,2.03
"11751","Gm12765",0,0,0,0,0,0,0,0
"11752","Gm12766",0,0,0,0,0,0,0,0
"11753","Gm12768",0,0,0,0,0,0,0,0
"11754","Gm12770",0,0,0,0,0,0,0,0
"11755","Gm12771",0,0,0,0,0,0,0,0
"11756","Gm12773",0,0,0,0,0,0,0,0
"11757","Gm12774",0,0,0,0,0,0,0.89,0.68
"11758","Gm12778",7.13,4.29,0,0,0,0.7,1.79,2.7
"11759","Gm12779",0,0,0,0,0,0,0,0
"11760","Gm12780",0,0,0,0,0,0,0,0
"11761","Gm12781",1.78,1.07,4.01,0,0,0,0,0
"11762","Gm12782",0,0,1.34,0,0,0,0,0
"11763","Gm12783",0,0,0,0,0,0,0,0
"11764","Gm12784",19.6,17.14,25.41,2.62,2.01,0,1.79,2.03
"11765","Gm12785",0,0,0,0,0,0,0,0
"11766","Gm12786",0,0,0,0,0,0,0,0
"11767","Gm12787",0,0,0,0,0,0,0,0
"11768","Gm12788",0,1.07,0,0,0,0,0,0
"11769","Gm12789",0,0,0,0,0,0,0,0
"11770","Gm12790",0,0,0,0,0,0,0,0
"11771","Gm12791",10.69,18.21,4.01,7.87,7.39,4.22,11.63,7.43
"11772","Gm12792",0,0,0,0,0,0,0,0
"11773","Gm12793",0,0,0,0,0,0,0,0
"11774","Gm12794",0,0,0,0,0,0,0,0
"11775","Gm12795",0,0,0,0,0.67,0,0,0.68
"11776","Gm12796",0,1.07,0,0,0,0,0,0
"11777","Gm12797",0,0,0,0,0,0,0,0
"11778","Gm12798",0,0,0,0,1.34,0,0,0
"11779","Gm12799",7.13,1.07,1.34,2.62,2.69,5.62,4.47,3.38
"11780","Gm128",0,3.21,0,0,0.67,3.51,1.79,2.7
"11781","Gm12800",0,0,0,0,0,0,0,0
"11782","Gm12801",0,0,0,0,0,0,0,0
"11783","Gm12802",0,0,4.01,1.31,3.36,4.92,1.79,2.03
"11784","Gm12803",0,0,0,0,0,0,0,0
"11785","Gm12804",0,1.07,1.34,1.31,0,0.7,0.89,2.03
"11786","Gm12805",0,0,0,0,0,0,0,0
"11787","Gm12806",0,0,0,0,0,0,0,0
"11788","Gm12807",1.78,8.57,1.34,6.56,3.36,5.62,11.63,10.81
"11789","Gm12808",0,0,0,0,0,0,0,0
"11790","Gm12811",0,0,0,0,0,2.11,0,0.68
"11791","Gm12813",0,0,0,0,0,0,0,0
"11792","Gm12814",0,0,0,0,0,0,0,0
"11793","Gm12815",0,0,0,0,0,0,0,0
"11794","Gm12816",14.26,2.14,5.35,2.62,4.03,4.22,1.79,2.03
"11795","Gm12817",0,0,0,0,0,0,0,0
"11796","Gm12818",0,1.07,0,0,0,0.7,0,0
"11797","Gm12819",0,0,0,0,0,0,0,0
"11798","Gm12820",0,0,0,0,0,0,0,0
"11799","Gm12821",0,0,0,0,0,0,0,0
"11800","Gm12823",0,0,0,0,0,0,0,0
"11801","Gm12825",0,0,0,0,0,0,0,0
"11802","Gm12826",0,0,0,1.31,0,1.41,0,0
"11803","Gm12827",0,1.07,1.34,3.94,4.03,5.62,6.26,4.73
"11804","Gm12828",0,0,0,0,0,0,0,0
"11805","Gm12829",1.78,3.21,1.34,2.62,6.04,0,17,0
"11806","Gm12830",0,0,0,1.31,2.01,1.41,1.79,0.68
"11807","Gm12833",1.78,0,0,0,0,0,0,0
"11808","Gm12834",0,1.07,0,0,0,0,0,0
"11809","Gm12837",0,0,0,0,0,0,0,0
"11810","Gm12838",0,0,0,0,0,0,0.89,0
"11811","Gm12840",0,0,0,0,0,0,0,0
"11812","Gm12841",33.86,53.57,29.42,41.98,21.48,19.68,17.89,4.06
"11813","Gm12842",0,0,1.34,0,0,1.41,0,1.35
"11814","Gm12843",7.13,1.07,2.67,6.56,1.34,2.81,1.79,2.03
"11815","Gm12844",14.26,3.21,4.01,3.94,3.36,7.03,1.79,3.38
"11816","Gm12845",0,0,0,0,0,0,0,0
"11817","Gm12846",0,0,0,0,0,0,0,0
"11818","Gm12848",1.78,0,0,0,0,0.7,0,0
"11819","Gm12849",0,0,0,0,0,0,0,0
"11820","Gm12850",0,0,0,0,0,0,0.89,0
"11821","Gm12851",0,0,0,0,0,0,0,0
"11822","Gm12852",7.13,2.14,0,3.94,2.69,4.92,5.37,2.7
"11823","Gm12853",0,0,0,0,0,0,0,0
"11824","Gm12854",1.78,0,1.34,0,0,0.7,0,0
"11825","Gm12855",0,0,1.34,0,0,0,0,0
"11826","Gm12856",0,0,0,0,0,0.7,0,0.68
"11827","Gm12857",0,0,0,1.31,0,0,0,0
"11828","Gm12858",0,0,0,0,0,0,0,0
"11829","Gm12859",0,0,0,0,0,0,0,0
"11830","Gm12860",0,1.07,1.34,0,1.34,2.81,1.79,3.38
"11831","Gm12861",0,0,0,0,0,0,0,0
"11832","Gm12862",0,0,0,0,0,0,0,0
"11833","Gm12863",0,0,0,0,0,0,0,0
"11834","Gm12864",0,1.07,0,0,2.69,1.41,1.79,1.35
"11835","Gm12865",0,1.07,0,0,0,0,0,0
"11836","Gm12866",0,1.07,0,0,0,0,0,0.68
"11837","Gm12867",0,0,0,0,0,0,0,0
"11838","Gm12868",0,0,0,0,0,0,0,0
"11839","Gm12869",0,0,0,0,0,0,0,0
"11840","Gm12870",0,1.07,0,0,0.67,0.7,0,0.68
"11841","Gm12871",0,0,0,0,0,0,0,1.35
"11842","Gm12872",0,0,0,0,0,0,0,0
"11843","Gm12873",0,0,0,0,1.34,0,0,0
"11844","Gm12874",0,0,0,0,0,0,0,0
"11845","Gm12875",0,0,0,0,0,0,0,0
"11846","Gm12876",0,0,0,0,0,0,0,0
"11847","Gm12877",0,0,0,0,0,0,0,0
"11848","Gm12878",0,0,0,0,0,0,0,0
"11849","Gm12879",0,0,0,0,0,0,0,0
"11850","Gm12880",0,0,0,0,0,0,0,0
"11851","Gm12881",0,0,0,0,0,0,0,0
"11852","Gm12882",0,1.07,1.34,0,0,0.7,0.89,0.68
"11853","Gm12883",0,0,0,0,0,0,0,0
"11854","Gm12884",0,0,0,0,0,0,0,0
"11855","Gm12885",0,0,0,0,0,0,0,0
"11856","Gm12886",0,0,0,0,0,0,0,0
"11857","Gm12887",0,0,0,0,0,0,0,0
"11858","Gm12888",0,0,0,0,0,0,0,0
"11859","Gm12889",0,0,0,0,0,0,0,0
"11860","Gm12890",0,0,0,0,0,0,0,0
"11861","Gm12891",0,0,0,0,0,0,0,0
"11862","Gm12892",126.52,72.85,116.35,129.87,83.92,134.21,161.04,147.34
"11863","Gm12893",0,0,0,0,0,0,0,0
"11864","Gm12895",0,0,0,0,0,0,0,0
"11865","Gm12896",0,0,0,0,0,0,0,0
"11866","Gm12897",0,0,0,0,0,0,0,0
"11867","Gm12898",0,0,2.67,2.62,1.34,2.81,3.58,0
"11868","Gm12899",0,0,0,0,0,0,0,0
"11869","Gm12900",0,1.07,1.34,0,0,0,0.89,0
"11870","Gm12901",92.66,23.57,42.8,39.36,15.44,21.78,18.79,28.39
"11871","Gm12902",3.56,0,0,0,0,1.41,0.89,0.68
"11872","Gm12903",0,0,0,0,0,0,0,0
"11873","Gm12904",0,0,1.34,0,0,0,0,0
"11874","Gm12905",12.47,28.93,33.43,30.17,18.13,10.54,6.26,6.76
"11875","Gm12906",8.91,5.36,2.67,2.62,2.01,2.11,3.58,3.38
"11876","Gm12907",7.13,5.36,9.36,9.18,0,1.41,0.89,0.68
"11877","Gm12909",0,0,0,0,0,0,0,0
"11878","Gm12910",0,0,0,0,0,0,0,0
"11879","Gm12911",0,0,0,0,0,0,0,0
"11880","Gm12912",10.69,6.43,5.35,1.31,5.37,4.92,4.47,3.38
"11881","Gm12914",0,0,0,0,0,0,0,0
"11882","Gm12915",3.56,6.43,8.02,3.94,14.1,2.81,12.53,4.73
"11883","Gm12916",0,0,0,0,0,0,1.79,0.68
"11884","Gm12917",0,1.07,4.01,1.31,0,0.7,0,0
"11885","Gm12918",12.47,3.21,4.01,2.62,2.01,2.11,5.37,3.38
"11886","Gm12919",0,0,0,0,0,0,0,0.68
"11887","Gm12920",0,0,0,0,0,0,0,0
"11888","Gm12922",3.56,3.21,0,0,1.34,2.11,2.68,2.03
"11889","Gm12923",0,0,0,0,0,0,0,0
"11890","Gm12924",0,0,0,0,0,0,0,0
"11891","Gm12925",1.78,3.21,1.34,5.25,3.36,5.62,3.58,3.38
"11892","Gm12926",0,0,0,0,0,0,0,0
"11893","Gm12927",0,0,1.34,0,2.01,0.7,0,0.68
"11894","Gm12928",0,0,0,0,0,0,0,0
"11895","Gm12929",1.78,2.14,1.34,3.94,0.67,0.7,2.68,1.35
"11896","Gm12930",0,3.21,0,1.31,2.01,4.22,3.58,0
"11897","Gm12931",0,0,0,0,0,0,0,0
"11898","Gm12932",12.47,4.29,8.02,2.62,5.37,0.7,3.58,1.35
"11899","Gm12933",1.78,0,2.67,1.31,2.01,0,0,0
"11900","Gm12934",0,0,0,0,0,0,0,0
"11901","Gm12935",0,0,0,0,0,0,2.68,0
"11902","Gm12936",0,2.14,0,0,0,0,0,0
"11903","Gm12937",0,0,0,0,0,0,0,0
"11904","Gm12939",0,0,0,0,0,0,0,0
"11905","Gm12940",473.99,485.32,623.22,569.34,192.01,274.05,74.26,123.69
"11906","Gm12941",0,0,5.35,10.49,1.34,2.11,0,0.68
"11907","Gm12943",0,1.07,2.67,1.31,0,1.41,0.89,0.68
"11908","Gm12944",1.78,0,2.67,1.31,0.67,0.7,0,1.35
"11909","Gm12945",0,4.29,2.67,1.31,0,0.7,0,2.03
"11910","Gm12946",0,0,0,0,0,0,0,0
"11911","Gm12947",5.35,1.07,0,0,0,1.41,0,0.68
"11912","Gm12948",0,0,0,0,0,0,0,0
"11913","Gm12949",0,0,0,0,0,0,0,0
"11914","Gm12950",0,1.07,0,0,0,0,0,0
"11915","Gm12951",0,0,4.01,0,0.67,0,0,0
"11916","Gm12953",1.78,3.21,2.67,3.94,2.69,2.81,2.68,6.08
"11917","Gm12954",0,0,0,0,0,0,0,0
"11918","Gm12955",5.35,3.21,0,5.25,3.36,2.11,1.79,2.03
"11919","Gm12956",5.35,0,0,0,0,0,0,0.68
"11920","Gm12957",0,0,0,0,0,0,0,0
"11921","Gm12958",0,0,0,0,0,0,0,0
"11922","Gm12959",0,0,0,0,0,0,0,0
"11923","Gm12960",0,2.14,1.34,0,2.69,0.7,0.89,0.68
"11924","Gm12961",3.56,1.07,1.34,0,1.34,0,0,0.68
"11925","Gm12962",0,1.07,0,0,0,0,1.79,0
"11926","Gm12963",16.04,20.36,25.41,30.17,8.06,14.05,11.63,7.43
"11927","Gm12966",21.38,33.21,41.46,17.05,36.93,35.84,28.63,45.28
"11928","Gm12967",0,0,1.34,0,0,0.7,0,0.68
"11929","Gm12968",0,0,0,0,0,0,0,0.68
"11930","Gm12969",5.35,1.07,1.34,1.31,0.67,1.41,0.89,0.68
"11931","Gm12970",0,1.07,0,0,0,0,0,0
"11932","Gm12971",0,2.14,1.34,0,0,0,0,0
"11933","Gm12972",0,3.21,0,0,0,0,0,0
"11934","Gm12973",0,0,0,0,0,0,0,0
"11935","Gm12974",0,0,0,0,0,0,0,0
"11936","Gm12976",10.69,7.5,6.69,13.12,5.37,9.84,8.95,10.81
"11937","Gm12977",0,0,0,0,0,0,0,0
"11938","Gm12978",0,0,0,0,0,0,0,0
"11939","Gm12979",0,0,0,0,0,0,0,0.68
"11940","Gm12980",0,0,0,0,0,0,0,0
"11941","Gm12981",0,2.14,4.01,0,0,0,0,0
"11942","Gm12982",0,0,0,0,0,0,0,0
"11943","Gm12983",3.56,0,2.67,0,0,0,0,0
"11944","Gm12984",0,0,0,0,0,0,0,0
"11945","Gm12985",0,0,0,0,0,0,0,0
"11946","Gm12986",0,1.07,0,0,0,0.7,0,0
"11947","Gm12987",0,0,2.67,0,0,0.7,0.89,0
"11948","Gm12988",12.47,4.29,1.34,2.62,0.67,1.41,1.79,0.68
"11949","Gm12989",17.82,23.57,25.41,10.49,22.83,10.54,11.63,8.79
"11950","Gm12990",7.13,2.14,1.34,0,0.67,1.41,1.79,2.7
"11951","Gm12991",0,0,0,1.31,0,0,0,0
"11952","Gm12992",83.75,83.57,53.5,73.46,118.16,160.21,106.46,114.9
"11953","Gm12993",7.13,12.86,14.71,20.99,24.17,24.59,14.31,17.57
"11954","Gm12994",0,0,0,0,0,0,0.89,0
"11955","Gm12996",5.35,11.78,6.69,22.3,5.37,3.51,5.37,9.46
"11956","Gm12997",0,0,0,0,0,0,0,0
"11957","Gm12998",0,0,0,0,0,0,0,0
"11958","Gm12999",33.86,30,21.4,31.48,14.77,8.43,12.53,12.17
"11959","Gm13000",0,0,0,0,0,0,0,0
"11960","Gm13001",0,0,0,0,0,0,0,0
"11961","Gm13002",0,0,0,0,0,0,0,0
"11962","Gm13003",0,5.36,0,2.62,6.04,0.7,0.89,0.68
"11963","Gm13005",0,1.07,2.67,1.31,0,0,0,0
"11964","Gm13006",0,0,0,0,0,0,0,0
"11965","Gm13007",3.56,0,0,1.31,0.67,0.7,1.79,0
"11966","Gm13008",0,0,0,0,0,0,0,0
"11967","Gm13009",0,0,0,0,0,0,0,0
"11968","Gm13010",0,0,0,0,0,0,0,0
"11969","Gm13012",0,1.07,2.67,0,0,0,0,1.35
"11970","Gm13013",0,1.07,0,1.31,0,0,0,0
"11971","Gm13015",17.82,5.36,1.34,2.62,0.67,4.22,4.47,0.68
"11972","Gm13016",24.95,18.21,28.08,26.24,25.51,7.73,16.1,21.63
"11973","Gm13017",0,0,0,0,0,0,0,0
"11974","Gm13019",0,0,0,0,0,0,0,0
"11975","Gm13021",0,0,0,0,0,0,0,0
"11976","Gm13022",0,0,0,0,0,0,0,0
"11977","Gm13023",0,0,0,0,0,0,0,0
"11978","Gm13024",0,1.07,0,0,0,0,0,0
"11979","Gm13025",32.07,15,13.37,15.74,11.41,2.81,2.68,0.68
"11980","Gm13026",0,0,0,0,0,0,0,0
"11981","Gm13027",0,0,0,1.31,0,0,0,0
"11982","Gm13028",0,0,0,0,0,0,0,0.68
"11983","Gm13029",0,0,0,3.94,0,1.41,0,0
"11984","Gm13030",0,0,0,0,0,0,0,0
"11985","Gm13031",16.04,15,17.39,22.3,20.81,39.35,22.37,22.3
"11986","Gm13032",1.78,0,0,0,0,0,1.79,2.03
"11987","Gm13033",8.91,30,21.4,14.43,10.74,11.24,6.26,16.9
"11988","Gm13034",0,0,0,2.62,0,1.41,0.89,1.35
"11989","Gm13035",0,0,0,0,0,0,0,0
"11990","Gm13036",0,0,0,0,0,0.7,0,0
"11991","Gm13038",0,0,0,0,0,0,0,0
"11992","Gm13039",1.78,2.14,2.67,1.31,1.34,0,0.89,1.35
"11993","Gm13040",0,0,0,0,0,0,0,0
"11994","Gm13041",0,0,0,0,0,0,0,0
"11995","Gm13042",1.78,0,0,0,0,0,0.89,0
"11996","Gm13043",0,0,0,0,0,0,0,0
"11997","Gm13045",0,0,0,0,0,0,0,0
"11998","Gm13046",0,0,0,0,0,0,0,0
"11999","Gm13047",0,0,0,0,0,0.7,0,0
"12000","Gm13049",0,0,0,0,0,0,0,0
"12001","Gm13052",0,0,0,0,0,0,0,0
"12002","Gm13053",0,0,0,0,0,0,0,0
"12003","Gm13054",5.35,7.5,8.02,2.62,6.04,4.92,6.26,2.7
"12004","Gm13055",0,0,0,0,0,0,0,0
"12005","Gm13056",1.78,1.07,1.34,1.31,0,2.81,4.47,7.43
"12006","Gm13057",0,0,0,0,0,0,0,0
"12007","Gm13058",0,0,0,0,0,0,0,0
"12008","Gm13059",0,0,0,0,0,0,0,0
"12009","Gm13061",0,0,0,0,0,0,0,0
"12010","Gm13062",0,0,0,0,0,0,0,0
"12011","Gm13063",0,0,0,0,0,0,0,0
"12012","Gm13064",0,0,0,0,0,0,0,0
"12013","Gm13065",0,0,0,0,0,0,0,0
"12014","Gm13066",3.56,3.21,1.34,5.25,3.36,2.11,1.79,1.35
"12015","Gm13067",0,2.14,1.34,0,0.67,0,0,1.35
"12016","Gm13068",0,0,0,0,0,0,0,0
"12017","Gm13070",0,0,0,0,0,0,0,0
"12018","Gm13071",12.47,23.57,26.75,23.61,19.47,25.3,8.05,14.19
"12019","Gm13073",0,0,0,0,0,0,0,0.68
"12020","Gm13074",0,0,0,0,0,0,0,0
"12021","Gm13075",0,0,0,1.31,2.69,0,0,0.68
"12022","Gm13076",0,0,0,0,0,0,0,0
"12023","Gm13077",0,0,1.34,0,0.67,0,0.89,0
"12024","Gm13078",0,0,0,0,0,0,0,0
"12025","Gm13080",8.91,2.14,5.35,5.25,4.7,4.92,3.58,9.46
"12026","Gm13081",0,0,0,0,0,0,0,0
"12027","Gm13082",7.13,0,5.35,1.31,0.67,2.81,4.47,1.35
"12028","Gm13083",0,0,0,0,0,0,0,0
"12029","Gm13084",0,0,0,0,0,0,0,0
"12030","Gm13085",0,0,0,0,0,0,0,0
"12031","Gm13087",0,0,0,0,0,0,0,0
"12032","Gm13088",0,0,0,0,0,0,0,0
"12033","Gm13089",0,0,0,0,0,0,0,0
"12034","Gm13090",0,0,0,0,0,0,0,0
"12035","Gm13091",39.2,39.64,32.1,26.24,21.48,11.24,27.73,20.95
"12036","Gm13092",10.69,11.78,5.35,10.49,8.73,9.84,5.37,4.73
"12037","Gm13093",3.56,5.36,5.35,2.62,5.37,4.22,8.95,1.35
"12038","Gm13094",0,0,1.34,0,0.67,0,0,0
"12039","Gm13096",0,0,0,0,0,0,0,0
"12040","Gm13100",0,0,0,0,0,0,0,0
"12041","Gm13101",0,0,0,0,0,0,0,0
"12042","Gm13102",0,0,0,0,0,0,0,0
"12043","Gm13103",0,0,0,0,0,0,0,0
"12044","Gm13104",0,0,0,0,0,0,0,0
"12045","Gm13106",0,0,0,0,0,0,0,0
"12046","Gm13108",0,0,0,0,0,0,0,0
"12047","Gm13110",17.82,7.5,8.02,28.86,32.23,9.84,12.53,4.73
"12048","Gm13112",3.56,3.21,9.36,1.31,40.28,24.59,45.63,43.93
"12049","Gm13114",0,0,0,0,0,0,0,0
"12050","Gm13115",0,0,0,0,0,0,0,0
"12051","Gm13117",0,0,0,0,0,0,0,0
"12052","Gm13118",0,0,0,0,0,0,0,0.68
"12053","Gm13119",0,0,0,0,0,0,0,0
"12054","Gm13120",0,0,0,0,0,0,0,0
"12055","Gm13121",0,0,2.67,2.62,1.34,0.7,0.89,1.35
"12056","Gm13122",0,0,0,0,0,0,0,0
"12057","Gm13123",0,0,0,1.31,0,1.41,0,0
"12058","Gm13126",0,0,0,0,0,0.7,0,0
"12059","Gm13127",46.33,12.86,21.4,28.86,14.77,9.84,22.37,14.19
"12060","Gm13128",0,0,0,0,0,0,0,0
"12061","Gm13130",0,0,0,0,0,0,0,0
"12062","Gm13131",0,0,0,1.31,0,1.41,0,0
"12063","Gm13132",0,1.07,0,0,0,0,0.89,0
"12064","Gm13133",0,3.21,4.01,3.94,2.69,2.11,0.89,0.68
"12065","Gm13134",0,0,4.01,1.31,4.03,2.81,1.79,2.7
"12066","Gm13135",0,0,0,0,0.67,0,2.68,0
"12067","Gm13136",0,0,0,1.31,2.01,1.41,0.89,4.73
"12068","Gm13137",0,0,0,0,0,0,0,0
"12069","Gm13140",1.78,4.29,1.34,3.94,2.01,0.7,0.89,3.38
"12070","Gm13141",3.56,0,0,0,0,0,0,2.03
"12071","Gm13142",1.78,3.21,0,0,1.34,1.41,0.89,4.06
"12072","Gm13144",0,0,0,0,0,0,0,0
"12073","Gm13146",0,0,4.01,3.94,0,0,0,0
"12074","Gm13147",1.78,1.07,1.34,1.31,0,1.41,0,0
"12075","Gm13148",0,0,0,0,0,0,0,0.68
"12076","Gm13149",0,0,0,0,0,0,0,0
"12077","Gm13153",0,0,0,0,0,0,0,0
"12078","Gm13155",0,0,0,0,0,0,0,0
"12079","Gm13156",0,0,0,1.31,0,0,0,0
"12080","Gm13158",0,0,0,0,0,0,0,0
"12081","Gm13160",0,0,0,0,0,0.7,0,0
"12082","Gm13161",0,0,5.35,5.25,0.67,2.11,1.79,2.03
"12083","Gm13162",0,2.14,0,1.31,1.34,0,2.68,0
"12084","Gm13163",0,0,0,0,0,0,0,0
"12085","Gm13165",0,0,0,0,0,0,0,0
"12086","Gm13166",0,1.07,2.67,0,1.34,1.41,1.79,0
"12087","Gm13167",0,0,0,0,0,0,0,0
"12088","Gm13168",0,0,1.34,0,0,0,0,0
"12089","Gm13169",0,0,2.67,0,0,0.7,0,1.35
"12090","Gm13170",0,0,0,0,0,0,0,0
"12091","Gm13171",0,0,0,0,0,0,0,0
"12092","Gm13172",0,0,1.34,0,0.67,0,0,0.68
"12093","Gm13173",0,0,0,0,0,0,0,0
