"","gene","CTX-M-CRE1","CTX-M-CRE2","CTX-M-CRE3","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"17274","Gm21771",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17275","Gm21772",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17276","Gm21773",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17277","Gm21774",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17278","Gm21775",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17279","Gm21776",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17280","Gm21777",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17281","Gm21778",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17282","Gm21779",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17283","Gm2178",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17284","Gm21780",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17285","Gm21781",19.84,18.01,151.7,174.03,182.13,154.95,164.58,123.6,0.21,1.41,NA,NA
"17286","Gm21782",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17287","Gm21783",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17288","Gm21784",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17289","Gm21785",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17290","Gm21787",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17291","Gm21788",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17292","Gm21789",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17293","Gm21790",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17294","Gm21791",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17295","Gm21792",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17296","Gm21794",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17297","Gm21795",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17298","Gm21796",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17299","Gm21797",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17300","Gm21798",0,0,0,0,0,1.11,0,0.2,0.01,1.15,0.76253,NA
"17301","Gm21799",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17302","Gm21800",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17303","Gm21801",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17304","Gm21802",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17305","Gm21803",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17306","Gm21804",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17307","Gm21805",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17308","Gm21806",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17309","Gm21808",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17310","Gm21809",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17311","Gm21810",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17312","Gm21811",27.28,24.01,52.95,93.01,65.49,49.05,63.64,53.6,0.44,0.94,0.01035,0.06204
"17313","Gm21812",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17314","Gm21813",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17315","Gm21814",3.31,5,21.47,30,11.66,11.15,12.07,13.5,0.11,0.66,0.35475,0.57627
"17316","Gm21815",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17317","Gm21816",0.83,0,0,1.5,0,2.23,0,0.7,0.02,1.6,0.55681,NA
"17318","Gm21817",0,0,0,0,0,3.34,0,0.5,0.02,2.44,0.51764,NA
"17319","Gm21818",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17320","Gm21819",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17321","Gm2182",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17322","Gm21820",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17323","Gm21821",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17324","Gm21822",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17325","Gm21823",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17326","Gm21824",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17327","Gm21825",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17328","Gm21826",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17329","Gm21827",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17330","Gm21828",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17331","Gm21829",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17332","Gm21830",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17333","Gm21832",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17334","Gm21833",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17335","Gm21834",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17336","Gm21835",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17337","Gm21836",0,0,0.72,6,1.79,0,0,1.2,0.06,2.65,0.25028,NA
"17338","Gm21837",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17339","Gm21838",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17340","Gm21839",0,0,0.72,0,0,0,2.19,0.4,0.01,0.95,0.78743,NA
"17341","Gm21840",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17342","Gm21841",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17343","Gm21842",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17344","Gm21843",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17345","Gm21844",0.83,2,0,0,0,0,0,0.4,-0.02,-2.16,0.53286,NA
"17346","Gm21845",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17347","Gm21846",0.83,1,0,0,0,0,0,0.3,-0.01,-1.53,0.6839,NA
"17348","Gm21847",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17349","Gm21848",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17350","Gm21849",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17351","Gm21850",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17352","Gm21851",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17353","Gm21853",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17354","Gm21854",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17355","Gm21855",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17356","Gm21856",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17357","Gm21858",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17358","Gm21859",0,0,0,0,1.79,0,0,0.3,0.01,1.75,0.64603,NA
"17359","Gm21860",2.48,2,3.58,3,1.79,2.23,3.29,2.6,-0.01,-0.09,0.93526,NA
"17360","Gm21861",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17361","Gm21862",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17362","Gm21863",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17363","Gm21864",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17364","Gm21865",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17365","Gm21866",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17366","Gm21867",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17367","Gm21868",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17368","Gm21869",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17369","Gm21870",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17370","Gm21871",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17371","Gm21872",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17372","Gm21873",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17373","Gm21874",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17374","Gm21875",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17375","Gm21876",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17376","Gm21877",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17377","Gm21878",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17378","Gm21879",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17379","Gm21880",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17380","Gm21881",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17381","Gm21882",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17382","Gm21883",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17383","Gm21885",0,0,0.72,0,0,0,0,0.1,0,-0.53,0.88961,NA
"17384","Gm21886",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17385","Gm21889",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17386","Gm2189",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17387","Gm21890",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17388","Gm21891",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17389","Gm21892",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17390","Gm21893",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17391","Gm21894",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17392","Gm21895",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17393","Gm21896",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17394","Gm21897",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17395","Gm21898",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17396","Gm21899",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17397","Gm21900",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17398","Gm21901",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17399","Gm21902",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17400","Gm21903",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17401","Gm21904",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17402","Gm21905",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17403","Gm21906",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17404","Gm21907",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17405","Gm21908",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17406","Gm21909",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17407","Gm21910",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17408","Gm21912",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17409","Gm21913",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17410","Gm21914",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17411","Gm21915",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17412","Gm21916",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17413","Gm21917",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17414","Gm21918",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17415","Gm21919",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17416","Gm21920",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17417","Gm21921",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17418","Gm21922",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17419","Gm21923",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17420","Gm21924",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17421","Gm21926",263.69,364.22,348.48,289.54,326.58,278.69,305.03,310.9,-0.08,-0.12,0.51866,0.71088
"17422","Gm21930",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17423","Gm21936",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17424","Gm21937",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17425","Gm21939",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17426","Gm21940",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17427","Gm21941",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17428","Gm21943",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17429","Gm21953",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17430","Gm21954",0,0,0,0,0,1.11,0,0.2,0.01,1.15,0.76253,NA
"17431","Gm21955",140.52,108.07,160.29,168.02,149.83,152.72,145.93,146.5,0.11,0.17,0.42262,0.6355
"17432","Gm21956",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17433","Gm21957",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17434","Gm21958",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17435","Gm21959",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17436","Gm21960",1.65,0,1.43,0,0,1.11,0,0.6,-0.03,-1.6,0.54651,NA
"17437","Gm21961",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17438","Gm21962",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17439","Gm21963",0.83,0,0,1.5,0,0,1.1,0.5,0.01,0.99,0.74004,NA
"17440","Gm21965",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17441","Gm21969",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17442","Gm21970",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17443","Gm21971",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17444","Gm21972",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17445","Gm21973",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17446","Gm21974",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17447","Gm21976",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17448","Gm21977",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17449","Gm21978",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17450","Gm21979",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17451","Gm21980",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17452","Gm21981",32.24,46.03,42.93,63.01,49.35,47.93,50.47,47.4,0.19,0.38,0.21501,0.42864
"17453","Gm21982",0,0,0,0,0,0,2.19,0.3,0.02,1.92,0.61476,NA
"17454","Gm21983",0,0,0,1.5,0,0,0,0.2,0.01,1.15,0.76253,NA
"17455","Gm21984",19.01,9.01,16.46,1.5,0.9,4.46,4.39,8,-0.42,-2.41,0.00273,0.02581
"17456","Gm21985",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17457","Gm21986",3.31,8,0.72,9,4.49,2.23,4.39,4.6,0.03,0.34,0.73429,NA
"17458","Gm21987",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17459","Gm21988",4.13,6,7.16,0,7.18,6.69,1.1,4.6,-0.06,-0.57,0.57307,NA
"17460","Gm21989",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17461","Gm2199",5.79,3,3.58,4.5,2.69,4.46,2.19,3.7,-0.03,-0.28,0.77033,NA
"17462","Gm21990",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17463","Gm21991",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17464","Gm21992",24.8,11.01,18.6,48.01,43.96,39.02,50.47,33.7,0.66,1.31,0.00062,0.00959
"17465","Gm21994",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17466","Gm21996",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17467","Gm21998",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17468","Gm21999",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17469","Gm2200",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17470","Gm22000",0,0,0,0,0,3.34,0,0.5,0.02,2.44,0.51764,NA
"17471","Gm22002",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17472","Gm22003",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17473","Gm22004",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17474","Gm22005",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17475","Gm22006",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17476","Gm22008",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17477","Gm22009",14.05,26.02,10.02,46.51,19.74,23.41,12.07,21.7,0.15,0.6,0.27342,0.49572
"17478","Gm22010",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17479","Gm22011",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17480","Gm22013",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17481","Gm22014",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17482","Gm22015",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17483","Gm22016",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17484","Gm22018",0,0,0,0,0,1.11,0,0.2,0.01,1.15,0.76253,NA
"17485","Gm22019",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17486","Gm22020",0,1,0,0,0,1.11,0,0.3,0,0.19,0.95997,NA
"17487","Gm22021",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17488","Gm22022",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17489","Gm22023",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17490","Gm22024",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17491","Gm22025",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17492","Gm22026",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17493","Gm22027",0,0,2.15,3,1.79,6.69,0,1.9,0.07,1.91,0.27721,NA
"17494","Gm22029",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17495","Gm2203",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17496","Gm22030",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17497","Gm22031",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17498","Gm22032",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17499","Gm22033",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17500","Gm22034",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17501","Gm22035",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17502","Gm22036",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17503","Gm22037",0,0,0,3,0,0,0,0.4,0.02,2.11,0.57778,NA
"17504","Gm22038",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17505","Gm22039",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17506","Gm22042",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17507","Gm22043",0,0,0,0,1.79,0,0,0.3,0.01,1.75,0.64603,NA
"17508","Gm22044",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17509","Gm22045",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17510","Gm22046",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17511","Gm22047",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17512","Gm22048",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17513","Gm22050",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17514","Gm22051",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17515","Gm22053",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17516","Gm22054",0,0,0,0,0,1.11,0,0.2,0.01,1.15,0.76253,NA
"17517","Gm22055",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17518","Gm22056",0,0,0,3,0,0,0,0.4,0.02,2.11,0.57778,NA
"17519","Gm22057",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17520","Gm22058",0,0,0,0,0,2.23,0,0.3,0.02,1.93,0.61177,NA
"17521","Gm22059",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17522","Gm22060",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17523","Gm22061",0.83,0,2.15,0,0,0,0,0.4,-0.02,-2.27,0.50235,NA
"17524","Gm22062",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17525","Gm22063",0,4,2.15,0,3.59,1.11,2.19,1.9,-0.01,-0.17,0.91139,NA
"17526","Gm22064",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17527","Gm22065",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17528","Gm22066",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17529","Gm22067",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17530","Gm22068",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17531","Gm22069",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17532","Gm22070",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17533","Gm22071",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17534","Gm22072",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17535","Gm22073",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17536","Gm22074",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17537","Gm22075",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17538","Gm22076",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17539","Gm22077",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17540","Gm22078",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17541","Gm22079",0,0,0,0,0,1.11,1.1,0.3,0.02,1.92,0.61326,NA
"17542","Gm22080",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17543","Gm22082",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17544","Gm22083",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17545","Gm22084",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17546","Gm22085",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17547","Gm22087",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17548","Gm22088",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17549","Gm22089",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17550","Gm22090",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17551","Gm22091",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17552","Gm22092",0,0,1.43,3,0,0,1.1,0.8,0.02,0.97,0.70653,NA
"17553","Gm22093",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17554","Gm22094",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17555","Gm22095",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17556","Gm22097",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17557","Gm22098",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17558","Gm22099",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17559","Gm22100",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17560","Gm22101",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17561","Gm22102",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17562","Gm22103",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17563","Gm22105",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17564","Gm22106",0,0,0,0,0,0,2.19,0.3,0.02,1.92,0.61476,NA
"17565","Gm22107",0,2,0,0,2.69,1.11,0,0.8,0.01,0.63,0.79989,NA
"17566","Gm22108",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17567","Gm22109",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17568","Gm22111",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17569","Gm22112",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17570","Gm22113",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17571","Gm22114",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17572","Gm22115",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17573","Gm22116",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17574","Gm22117",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17575","Gm22118",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17576","Gm22119",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17577","Gm22120",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17578","Gm22121",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17579","Gm22122",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17580","Gm22123",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17581","Gm22126",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17582","Gm22127",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17583","Gm22128",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17584","Gm22129",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17585","Gm2213",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17586","Gm22130",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17587","Gm22131",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17588","Gm22132",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17589","Gm22133",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17590","Gm22135",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17591","Gm22136",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17592","Gm22137",0,0,0,0,0,1.11,0,0.2,0.01,1.15,0.76253,NA
"17593","Gm22138",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17594","Gm22139",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17595","Gm2214",0.83,0,0.72,4.5,0,3.34,1.1,1.5,0.07,2.02,0.27145,NA
"17596","Gm22140",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17597","Gm22141",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17598","Gm22143",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17599","Gm22144",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17600","Gm22145",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17601","Gm22146",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17602","Gm22148",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17603","Gm22149",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17604","Gm22150",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17605","Gm22151",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17606","Gm22152",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17607","Gm22154",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17608","Gm22155",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17609","Gm22156",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17610","Gm22157",0,0,0,0,0,1.11,0,0.2,0.01,1.15,0.76253,NA
"17611","Gm22158",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17612","Gm22159",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17613","Gm22160",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17614","Gm22163",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17615","Gm22164",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17616","Gm22165",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17617","Gm22166",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17618","Gm22169",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17619","Gm22170",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17620","Gm22171",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17621","Gm22174",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17622","Gm22175",0,0,0,0,3.59,0,3.29,1,0.06,3.5,0.17671,NA
"17623","Gm22177",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17624","Gm22180",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17625","Gm22183",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17626","Gm22184",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17627","Gm22186",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17628","Gm22187",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17629","Gm22189",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17630","Gm22190",0,0,0,0,0,0,0,0,0,NA,NA,NA
"17631","Gm22191",0,0,0,0,0,0,0,0,0,NA,NA,NA
