"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","CTX-M-XDP1","CTX-M-XDP2","CTX-M-XDP3"
"5366","Ccdc122",78.56,72.63,58.48,52.92,34.51,29.47,28.03
"5367","Ccdc124",1439.29,1328.12,1442.15,1320.75,1794.45,1240.02,1437.2
"5368","Ccdc125",9.43,3.77,3.51,4.6,4.21,5.61,4.12
"5369","Ccdc126",306.4,188.65,230.42,184.08,154.03,205.62,159.14
"5370","Ccdc127",1811.68,1880.88,1917.02,1942,1773.41,1733.36,1856.9
"5371","Ccdc13",196.41,256.57,229.25,257.71,106.05,129.83,118.74
"5372","Ccdc130",158.7,152.81,145.03,151.86,148.98,129.83,163.26
"5373","Ccdc134",194.84,192.43,239.77,232.4,104.37,182.46,171.51
"5374","Ccdc136",1117.18,1137.58,1156.76,999.76,1354.25,1364.23,1189.83
"5375","Ccdc137",410.1,405.61,425.74,439.48,345.93,440.01,378.47
"5376","Ccdc138",155.56,154.7,118.13,155.31,71.54,115.79,103.89
"5377","Ccdc14",40.85,27.35,44.45,39.12,42.93,45.61,43.7
"5378","Ccdc141",436.82,472.58,584.81,563.73,347.61,322.81,315.8
"5379","Ccdc142",11,1.89,1.17,1.15,0,0,0
"5380","Ccdc142os",18.86,10.38,14.04,11.5,15.99,11.23,9.07
"5381","Ccdc144b",0,0,0,0,0,0,0
"5382","Ccdc146",6.29,1.89,2.34,10.35,5.05,31.58,18.96
"5383","Ccdc148",281.26,253.74,269.01,242.75,284.49,263.16,257.26
"5384","Ccdc149",685.08,808.38,693.59,729.4,1084.08,1035.1,1091.71
"5385","Ccdc15",50.28,39.62,28.07,41.42,36.19,30.88,24.74
"5386","Ccdc150",0,0.94,0,0,3.37,0,0
"5387","Ccdc151",59.71,45.28,43.28,48.32,52.18,73.69,68.44
"5388","Ccdc152",1.57,1.89,0,0,0,3.51,1.65
"5389","Ccdc153",22,5.66,11.7,24.16,15.99,205.62,105.54
"5390","Ccdc154",3.14,3.77,4.68,3.45,7.58,0,1.65
"5391","Ccdc155",26.71,16.04,15.21,29.91,22.73,28.77,32.16
"5392","Ccdc157",598.66,653.69,721.66,705.24,574.86,570.54,502.98
"5393","Ccdc158",12.57,4.72,4.68,10.35,8.42,12.63,9.89
"5394","Ccdc159",149.27,120.74,98.25,170.27,69.86,65.97,44.53
"5395","Ccdc160",40.85,58.48,31.58,25.31,18.52,32.98,33.81
"5396","Ccdc162",9.43,17.92,24.56,12.66,12.63,23.86,26.39
"5397","Ccdc163",26.71,44.33,39.77,48.32,13.47,13.33,15.67
"5398","Ccdc166",100.56,100.93,93.57,101.24,142.24,117.19,74.21
"5399","Ccdc167",483.95,446.17,436.27,480.9,277.75,281.41,299.31
"5400","Ccdc169",4.71,1.89,0,4.6,0,1.4,0
"5401","Ccdc17",22,21.7,17.54,14.96,31.14,14.04,17.32
"5402","Ccdc170",0,1.89,0,4.6,1.68,21.75,14.02
"5403","Ccdc171",40.85,20.75,31.58,43.72,12.63,16.84,5.77
"5404","Ccdc172",4.71,1.89,1.17,3.45,0,0.7,1.65
"5405","Ccdc173",83.28,52.82,65.5,51.77,42.93,37.19,32.16
"5406","Ccdc174",279.69,280.15,336.85,295.67,294.59,321.41,342.19
"5407","Ccdc175",0,0,1.17,0,0,0,0
"5408","Ccdc177",320.54,355.61,378.96,369.3,694.38,559.31,552.45
"5409","Ccdc178",3.14,7.55,3.51,3.45,5.05,0.7,4.95
"5410","Ccdc18",54.99,46.22,77.2,32.21,7.58,9.12,6.6
"5411","Ccdc180",0,0,1.17,2.3,0.84,32.28,7.42
"5412","Ccdc181",342.54,374.48,341.53,314.08,472.18,424.57,363.63
"5413","Ccdc182",0,0,0,1.15,0,0,0
"5414","Ccdc183",0,0,1.17,1.15,1.68,0,0
"5415","Ccdc184",465.1,563.13,512.3,421.07,1111.01,1117.91,1039.76
"5416","Ccdc185",0,0,0,0,0,0,0
"5417","Ccdc186",667.79,805.55,810.55,773.12,1208.65,1291.95,1212.92
"5418","Ccdc187",12.57,9.43,19.88,17.26,1.68,18.25,7.42
"5419","Ccdc188",0,0,0,0,0,0,0
"5420","Ccdc189",94.28,100.93,97.08,103.54,84.17,86.32,124.51
"5421","Ccdc190",515.38,538.61,508.79,522.32,271.02,334.04,283.65
"5422","Ccdc191",45.57,69.8,72.52,88.59,39.56,76.49,47.82
"5423","Ccdc192",34.57,19.81,11.7,4.6,10.94,9.82,9.07
"5424","Ccdc194",0,1.89,0,0,0,0,0
"5425","Ccdc201",0,0.94,0,0,0,0,0
"5426","Ccdc22",59.71,64.14,63.16,37.97,58.92,42.11,44.53
"5427","Ccdc24",29.85,12.26,22.22,10.35,10.94,9.82,14.02
"5428","Ccdc25",1101.47,1079.1,1024.59,990.56,1222.95,1342.48,1280.53
"5429","Ccdc27",1.57,1.89,2.34,3.45,1.68,2.11,0.82
"5430","Ccdc28a",372.39,281.09,300.59,265.76,172.54,175.44,188
"5431","Ccdc28b",956.91,780.08,847.98,805.33,731.42,702.47,836.92
"5432","Ccdc3",296.97,210.35,196.5,209.39,356.03,274.39,154.19
"5433","Ccdc30",168.13,199.97,161.41,217.44,169.18,198.6,195.42
"5434","Ccdc32",1475.43,1354.54,1157.93,1035.43,1216.22,1156.51,1308.57
"5435","Ccdc33",7.86,6.6,2.34,6.9,1.68,21.75,25.56
"5436","Ccdc34",428.96,382.97,411.71,394.61,287.01,212.64,235
"5437","Ccdc34os",0,0,1.17,0,0,0,0
"5438","Ccdc36",14.14,2.83,5.85,11.5,5.05,10.53,16.49
"5439","Ccdc38",0,0,7.02,1.15,3.37,0,1.65
"5440","Ccdc39",340.97,363.16,326.33,364.7,160.76,209.13,153.37
"5441","Ccdc40",7.86,16.04,14.04,36.82,23.57,105.97,76.68
"5442","Ccdc42",1.57,3.77,5.85,13.81,3.37,2.81,6.6
"5443","Ccdc42os",0,0,0,0,0,0,0
"5444","Ccdc43",600.23,547.1,531.01,454.44,521,525.62,503.8
"5445","Ccdc47",2023.81,1992.19,2092.46,1858.02,2546.07,2678.64,2602.29
"5446","Ccdc50",1844.68,1740.33,1782.51,1877.58,1481.35,1436.52,1550.16
"5447","Ccdc50-ps",1.57,0.94,0,2.3,0,0,0
"5448","Ccdc51",87.99,101.87,84.21,75.93,85.85,82.11,107.19
"5449","Ccdc54",0,0,0,0,0,0,0
"5450","Ccdc57",116.27,103.76,122.81,58.67,69.86,75.09,53.6
"5451","Ccdc58",246.69,246.19,249.13,265.76,127.93,101.76,120.38
"5452","Ccdc59",469.81,498.99,433.93,444.08,381.28,385.97,408.15
"5453","Ccdc6",785.64,873.47,900.61,873.21,1324.8,1317.92,1462.76
"5454","Ccdc60",3.14,1.89,4.68,14.96,5.05,19.65,9.89
"5455","Ccdc61",100.56,118.85,92.4,127.7,118.68,110.88,122.86
"5456","Ccdc62",31.43,42.45,38.6,39.12,13.47,8.42,17.32
"5457","Ccdc63",0,4.72,10.53,9.2,4.21,7.02,43.7
"5458","Ccdc65",102.13,135.83,129.83,135.76,186.85,213.34,154.19
"5459","Ccdc66",234.12,248.08,252.64,262.31,201.16,218.25,212.73
"5460","Ccdc68",1.57,2.83,8.19,1.15,3.37,0.7,2.47
"5461","Ccdc69",6.29,6.6,7.02,4.6,1.68,6.32,11.54
"5462","Ccdc70",0,0,0,0,0,0,0
"5463","Ccdc71",449.39,484.84,444.46,434.88,641.36,574.75,626.66
"5464","Ccdc71l",405.39,406.55,359.08,398.06,388.85,372.64,331.47
"5465","Ccdc73",18.86,21.7,24.56,37.97,13.47,15.44,0
"5466","Ccdc74a",463.53,525.4,516.97,586.74,261.76,223.86,260.56
"5467","Ccdc77",83.28,94.33,106.44,103.54,50.5,70.88,41.23
"5468","Ccdc78",0,0.94,0,0,0,7.02,2.47
"5469","Ccdc7a",1.57,0,0,0,0,0,0
"5470","Ccdc7b",0,0,0,0,0,0,0
"5471","Ccdc8",92.71,93.38,91.23,103.54,86.69,69.47,91.53
"5472","Ccdc80",496.52,404.66,508.79,338.24,536.99,416.15,328.17
"5473","Ccdc81",1.57,4.72,3.51,17.26,2.53,25.97,20.61
"5474","Ccdc82",196.41,232.04,251.47,241.6,157.39,206.32,188.82
"5475","Ccdc83",0,1.89,0,3.45,0,2.11,0
"5476","Ccdc84",109.99,124.51,118.13,140.36,14.31,42.81,32.98
"5477","Ccdc85a",1629.41,1788.44,1595.37,1587.66,1571.41,1642.83,1490.79
"5478","Ccdc85b",1216.17,1302.66,1086.58,1211.45,1829.8,1362.83,1642.51
"5479","Ccdc85c",2899.01,2839.24,2912.37,2886.54,2098.3,1578.97,1969.86
"5480","Ccdc86",122.56,124.51,136.85,131.15,170.02,165.62,190.47
"5481","Ccdc87",37.71,39.62,46.79,52.92,95.11,68.07,70.09
"5482","Ccdc88a",1593.28,1714.87,1731.05,1705.01,1830.64,1833.71,1553.46
"5483","Ccdc88b",44,72.63,67.84,59.82,49.66,68.07,72.56
"5484","Ccdc88c",455.67,544.27,514.64,660.37,524.36,560.01,465.05
"5485","Ccdc89",18.86,11.32,12.87,10.35,17.68,14.04,10.72
"5486","Ccdc9",810.78,805.55,811.72,803.03,879.55,794.4,805.59
"5487","Ccdc90b",438.39,364.1,397.67,380.81,196.95,181.76,169.03
"5488","Ccdc91",694.5,687.64,698.27,681.08,859.35,640.01,813.01
"5489","Ccdc92",692.93,770.65,757.92,853.65,1419.06,1124.23,1372.88
"5490","Ccdc92b",538.95,610.3,618.73,624.71,971.29,830.19,878.15
"5491","Ccdc93",469.81,487.67,570.78,578.69,598.43,635.8,554.92
"5492","Ccdc96",23.57,42.45,49.12,41.42,62.28,87.72,47
"5493","Ccdc97",793.5,875.35,821.08,859.41,1363.51,1022.47,1216.22
"5494","Ccdc9b",125.7,115.08,107.61,111.6,74.91,65.97,63.49
"5495","Ccer1",0,0,0,0,0,0,0
"5496","Ccer2",11,19.81,18.71,24.16,33.67,23.16,29.68
"5497","Cchcr1",58.14,30.18,54.97,39.12,31.14,25.97,14.84
"5498","Ccin",0,0.94,0,0,0,0,0
"5499","Cck",4965.24,4295.65,3717.07,3870.2,6227.55,5069.56,6604.68
"5500","Cckar",3.14,0,7.02,1.15,0,0.7,0
"5501","Cckbr",1338.73,1158.34,1214.07,1111.36,1979.62,1898.28,1871.74
"5502","Ccl1",0,0,0,0,0.84,0,0.82
"5503","Ccl11",0,1.89,0,0,0,1.4,0.82
"5504","Ccl12",18.86,34.9,10.53,31.06,6.73,15.44,15.67
"5505","Ccl17",34.57,27.35,12.87,23.01,24.41,27.37,18.96
"5506","Ccl19",0,0.94,2.34,3.45,2.53,1.4,0.82
"5507","Ccl19-ps1",0,0,0,0,0,0,0
"5508","Ccl19-ps3",0,0,0,0,0,0,0
"5509","Ccl2",0,0,0,0,0.84,2.81,0.82
"5510","Ccl20",1.57,0,2.34,0,0,0,0
"5511","Ccl21a",0,1.89,1.17,0,10.94,0.7,1.65
"5512","Ccl21b",0,0,0,0,0,0,0
"5513","Ccl21d",0,0,0,0,0,0,0
"5514","Ccl22",7.86,2.83,4.68,1.15,5.05,5.61,1.65
"5515","Ccl24",11,4.72,7.02,5.75,0.84,4.91,0.82
"5516","Ccl25",251.4,240.53,166.09,218.59,94.27,98.95,92.35
"5517","Ccl26",0,0,0,0,0,0,0
"5518","Ccl27a",3555.8,2479.86,2354.46,2596.62,1186.76,1065.98,1280.53
"5519","Ccl27b",0,0,0,0,0,0,0
"5520","Ccl28",54.99,32.07,45.62,34.51,38.72,40,60.19
"5521","Ccl3",0,0.94,3.51,2.3,5.89,10.53,7.42
"5522","Ccl4",1.57,0.94,1.17,0,5.05,4.21,3.3
"5523","Ccl5",1.57,1.89,3.51,0,2.53,3.51,1.65
"5524","Ccl6",62.85,44.33,38.6,49.47,43.77,47.02,62.67
"5525","Ccl7",0,0.94,2.34,2.3,1.68,0.7,0
"5526","Ccl8",0,0,3.51,1.15,0,2.11,0
"5527","Ccl9",128.84,88.67,99.42,92.04,88.38,68.77,89.05
"5528","Ccm2",1131.32,997.04,993.01,1076.85,1079.87,865.98,1072.74
"5529","Ccm2l",29.85,41.5,58.48,49.47,22.73,22.46,12.37
"5530","Ccn1",342.54,296.19,298.25,341.69,403.16,326.32,401.56
"5531","Ccn2",872.06,845.17,725.17,822.59,836.62,1197.21,1250.02
"5532","Ccn3",4283.3,4352.25,4624.7,3900.11,7160.97,6129.23,6396.06
"5533","Ccn4",45.57,44.33,21.05,44.87,33.67,58.95,50.3
"5534","Ccn5",4.71,3.77,2.34,4.6,0.84,13.33,15.67
"5535","Ccn6",6.29,1.89,3.51,0,0.84,0,4.12
"5536","Ccna1",23.57,16.98,19.88,11.5,14.31,18.95,9.89
"5537","Ccna2",48.71,77.35,86.55,75.93,30.3,61.76,64.32
"5538","Ccnb1",17.28,37.73,29.24,48.32,15.99,33.68,35.46
"5539","Ccnb1-ps",0,0,0,1.15,0,0,0
"5540","Ccnb1ip1",0,0.94,0,0,0,0.7,0
"5541","Ccnb2",18.86,23.58,15.21,17.26,3.37,16.14,11.54
"5542","Ccnb2-ps",0,2.83,2.34,8.05,1.68,3.51,3.3
"5543","Ccnb3",0,0,0,1.15,0,0,0
"5544","Ccnc",1297.88,1127.21,1073.72,1140.12,582.44,840.72,814.66
"5545","Ccnd1",1747.26,1350.76,1566.13,1481.81,1403.91,1313.71,1172.52
"5546","Ccnd2",2917.86,2909.99,3372.03,3051.06,3198.36,2952.33,3038.48
"5547","Ccnd3",339.4,361.27,418.73,444.08,445.25,489.13,530.19
"5548","Ccnd3-ps",0,0.94,0,0,0,0,0
"5549","Ccndbp1",884.63,945.16,1011.73,949.14,1042.84,943.17,1136.24
"5550","Ccne1",276.54,218.84,218.72,209.39,284.49,298.95,281.17
"5551","Ccne2",298.54,275.43,215.21,233.55,179.28,155.79,141
"5552","Ccnf",75.42,80.18,64.33,75.93,110.26,110.88,139.35
"5553","Ccng1",2776.45,2889.24,3390.74,2870.44,1768.36,2141.79,1891.53
"5554","Ccng2",1029.19,1097.97,873.71,906.58,792.86,798.61,775.91
"5555","Ccnh",1121.89,1139.47,1109.97,1005.52,795.38,974.75,873.2
"5556","Ccni",11332.05,10961.74,11326.65,11503.61,8849.37,7030.29,8022.08
"5557","Ccnj",190.12,218.84,229.25,190.98,188.54,219.65,194.59
"5558","Ccnjl",25.14,66.03,61.99,63.28,122.88,70.18,102.24
"5559","Ccnk",367.68,405.61,395.33,460.19,524.36,539.66,566.47
"5560","Ccnl1",557.8,623.5,595.34,578.69,187.69,291.23,297.66
"5561","Ccnl2",1021.33,1217.76,1223.43,1182.69,351.82,475.1,432.89
"5562","Ccno",6.29,14.15,19.88,9.2,31.98,26.67,23.91
"5563","Ccnq",342.54,345.24,208.19,250.8,214.63,195.79,197.89
"5564","Ccnt1",782.5,913.09,914.65,947.99,1160.67,1256.86,1231.06
"5565","Ccnt2",1216.17,1346.99,1286.59,1259.77,664.08,801.42,689.33
"5566","Ccny",4845.82,4993.67,4781.43,4960.85,5273.93,4896.22,4745.31
"5567","Ccnyl1",323.68,336.75,331,358.95,239.88,221.76,215.21
"5568","Ccp110",993.05,1135.7,969.62,1305.79,698.59,964.23,819.61
"5569","Ccpg1",215.27,253.74,313.46,220.89,311.42,313.69,335.59
"5570","Ccpg1os",105.28,80.18,63.16,67.88,79.96,88.42,98.12
"5571","Ccr1",44,31.13,56.14,27.61,20.2,39.3,22.26
"5572","Ccr10",11,1.89,0,2.3,8.42,1.4,2.47
"5573","Ccr1l1",1.57,0.94,0,0,0.84,0,0
"5574","Ccr2",15.71,7.55,3.51,8.05,5.89,4.91,6.6
"5575","Ccr3",1.57,0,1.17,6.9,0,0,1.65
"5576","Ccr4",0,0,0,0,0,0,0
"5577","Ccr5",158.7,156.58,173.1,118.5,206.21,138.25,163.26
"5578","Ccr6",0,0.94,0,0,1.68,0.7,1.65
"5579","Ccr7",4.71,0.94,0,4.6,2.53,0,0.82
"5580","Ccr8",0,0,0,0,0,0,0
"5581","Ccr9",3.14,0,8.19,5.75,0.84,5.61,1.65
"5582","Ccrl2",9.43,17.92,30.41,10.35,12.63,17.54,12.37
"5583","Ccs",485.52,425.41,421.07,401.52,368.65,341.06,327.35
"5584","Ccsap",697.65,816.87,692.42,697.19,1347.52,1294.76,1190.66
"5585","Ccser1",164.98,219.78,166.09,169.12,231.46,232.99,219.33
"5586","Ccser2",2429.19,2786.42,2705.34,2756.54,2583.94,2460.39,2357.4
"5587","Cct2",3151.98,3183.54,2979.04,2681.76,4101.48,3555.15,3704.72
"5588","Cct3",3074.99,2672.28,2477.27,1944.3,2712.72,2759.34,3088.78
"5589","Cct3-ps1",1.57,0,0,0,0,0,0
"5590","Cct4",2960.29,2714.73,2477.27,2119.18,2464.42,2411.97,2497.57
"5591","Cct5",3917.19,3443.88,3139.28,2758.84,3515.68,3134.09,3473.85
"5592","Cct6a",5915.86,5220.06,4546.33,3727.54,4994.5,4595.16,4815.39
"5593","Cct6b",0,0.94,3.51,4.6,2.53,4.91,0.82
"5594","Cct7",4124.6,3390.11,3305.36,2741.58,4904.44,4340.42,4817.87
"5595","Cct8",3673.65,3442.94,3147.46,2809.46,4307.69,4278.67,4250.57
"5596","Cct8l1",4.71,0,0,0,0,0,0
"5597","Ccz1",751.07,733.86,728.68,595.95,802.12,688.43,716.54
"5598","Cd101",15.71,5.66,7.02,3.45,8.42,1.4,1.65
"5599","Cd109",14.14,10.38,22.22,52.92,40.4,224.57,57.72
"5600","Cd14",29.85,34.9,45.62,32.21,63.97,49.12,48.65
"5601","Cd151",540.52,428.24,471.36,460.19,464.6,531.94,474.94
"5602","Cd160",0,0.94,0,0,0,1.4,0
"5603","Cd163",18.86,32.07,43.28,66.73,15.99,40,28.03
"5604","Cd163l1",3.14,0.94,2.34,0,0,0,0
"5605","Cd164",1359.15,1399.81,1384.84,1309.24,1479.66,1698.98,1560.06
"5606","Cd164l2",108.42,73.58,72.52,74.78,40.4,39.3,47
"5607","Cd177",0,0,0,2.3,0,0,0
"5608","Cd180",69.14,35.84,57.31,58.67,79.96,65.97,61.84
"5609","Cd19",4.71,1.89,9.36,6.9,0,0,0
"5610","Cd1d1",20.43,24.53,25.73,20.71,6.73,18.95,10.72
"5611","Cd1d2",0,0,0,0,0,0,0
"5612","Cd2",0,2.83,1.17,3.45,0.84,2.81,2.47
"5613","Cd200",3175.55,3054.31,2956.81,2187.05,3551.87,3934.8,3536.51
"5614","Cd200r1",28.28,16.98,15.21,20.71,18.52,9.82,14.02
"5615","Cd200r2",0,0.94,0,1.15,0,0,0.82
"5616","Cd200r3",0,0.94,0,2.3,0,0,0
"5617","Cd200r4",1.57,1.89,0,1.15,1.68,2.11,0
"5618","Cd207",0,0,0,0,0,0,0
"5619","Cd209a",6.29,3.77,0,0,0.84,0,9.07
"5620","Cd209b",0,0.94,0,0,0,4.21,0
"5621","Cd209c",0,0,0,0,0,0,0
"5622","Cd209d",0,0,0,0,0,0,3.3
"5623","Cd209e",0,0,0,0,0,0,0
"5624","Cd209f",0,2.83,12.87,4.6,0,3.51,2.47
"5625","Cd209g",0,0,5.85,0,0,0.7,0
"5626","Cd22",4.71,5.66,7.02,4.6,5.05,3.51,1.65
"5627","Cd226",3.14,5.66,4.68,0,0.84,0.7,0
"5628","Cd244a",0,0,0,2.3,0,1.4,0
"5629","Cd247",0,3.77,1.17,8.05,5.05,0,0
"5630","Cd248",81.71,63.2,97.08,78.23,116.99,116.49,106.37
"5631","Cd24a",887.77,614.07,625.75,860.56,834.94,883.52,929.27
"5632","Cd27",0,0,0,1.15,1.68,1.4,0
"5633","Cd274",15.71,19.81,17.54,10.35,9.26,35.09,24.74
"5634","Cd276",213.69,195.26,235.09,240.45,324.89,327.72,301.79
"5635","Cd28",9.43,3.77,10.53,11.5,8.42,8.42,3.3
"5636","Cd2ap",306.4,365.05,410.54,419.92,233.14,291.93,248.19
"5637","Cd2bp2",1016.62,1142.3,1141.55,1277.03,1671.57,1593.01,1551.81
"5638","Cd300a",48.71,51.88,29.24,26.46,40.4,70.88,45.35
"5639","Cd300c",0,0,0,1.15,0,0,0.82
"5640","Cd300c2",106.85,120.74,123.98,117.35,89.22,79.3,79.98
"5641","Cd300e",0,0.94,0,0,1.68,0,0
"5642","Cd300lb",1.57,0,0,0,0,2.81,5.77
"5643","Cd300ld",0,0.94,1.17,2.3,0,2.81,0.82
"5644","Cd300ld2",0,0,0,0,0,0,0
"5645","Cd300ld3",0,0,2.34,0,0,0,0
"5646","Cd300ld4",0,0,0,0,0,0,0.82
"5647","Cd300ld5",0,0,0,0,0,0,0
"5648","Cd300lf",1.57,2.83,2.34,3.45,4.21,0.7,0
"5649","Cd300lg",0,0,2.34,1.15,2.53,1.4,1.65
"5650","Cd302",776.21,588.6,539.2,505.06,273.54,279.3,275.4
"5651","Cd320",414.82,319.77,356.74,317.53,376.23,360.01,305.08
"5652","Cd33",193.27,230.16,223.4,286.47,164.97,211.23,154.19
"5653","Cd34",1670.27,1832.77,1760.29,1408.18,2618.45,2392.32,2411.82
"5654","Cd36",12.57,29.24,22.22,19.56,9.26,21.05,16.49
"5655","Cd37",106.85,81.12,94.74,97.79,93.43,85.62,79.98
"5656","Cd38",202.69,292.41,231.59,288.77,214.63,200,261.38
"5657","Cd3d",1.57,0,0,1.15,0,3.51,1.65
"5658","Cd3e",9.43,0.94,1.17,0,0.84,0.7,0
"5659","Cd3eap",339.4,401.83,384.81,345.14,701.12,562.11,549.15
"5660","Cd3g",1.57,0.94,4.68,1.15,0,0.7,2.47
"5661","Cd4",9.43,11.32,38.6,12.66,12.63,15.44,8.25
"5662","Cd40",36.14,23.58,29.24,26.46,22.73,11.93,12.37
"5663","Cd40lg",0,0,0,0,0,0,0
"5664","Cd44",81.71,106.59,85.38,95.49,134.67,182.46,88.23
"5665","Cd46",94.28,99.04,93.57,90.89,1.68,9.12,13.19
"5666","Cd47",3280.83,3618.38,2848.04,3235.14,5142.63,4980.43,4831.89
"5667","Cd48",12.57,12.26,16.37,18.41,5.05,14.74,17.32
"5668","Cd5",1.57,1.89,1.17,2.3,0,1.4,1.65
"5669","Cd52",69.14,49.05,52.63,44.87,21.88,31.58,29.68
"5670","Cd53",424.24,332.97,342.7,238.15,313.1,265.97,285.3
"5671","Cd55",117.85,118.85,102.93,119.65,47.13,118.6,70.91
"5672","Cd55b",0,0,0,0,0,0,0.82
"5673","Cd55os",0,0,0,0,0,0,0
"5674","Cd59a",122.56,74.52,57.31,70.18,33.67,55.44,56.07
"5675","Cd59b",4.71,7.55,10.53,17.26,11.78,13.33,9.07
"5676","Cd5l",0,2.83,0,1.15,0.84,2.81,4.12
"5677","Cd6",45.57,11.32,18.71,13.81,31.14,16.14,21.44
"5678","Cd63",1338.73,1253.61,1498.29,1174.64,877.03,1082.83,1026.57
"5679","Cd63-ps",17.28,11.32,11.7,14.96,8.42,6.32,9.07
"5680","Cd68",183.84,174.5,171.93,170.27,222.2,259.65,225.93
"5681","Cd69",0,0,1.17,1.15,0,0,0
"5682","Cd7",3.14,9.43,9.36,8.05,5.05,9.82,13.19
"5683","Cd70",0,1.89,2.34,2.3,2.53,1.4,3.3
"5684","Cd72",1.57,4.72,3.51,4.6,6.73,4.91,5.77
"5685","Cd74",51.85,34.9,51.46,52.92,60.6,82.11,79.16
"5686","Cd79a",12.57,2.83,10.53,5.75,3.37,4.91,5.77
"5687","Cd79b",14.14,13.21,14.04,6.9,15.15,9.12,7.42
"5688","Cd80",12.57,30.18,16.37,16.11,10.1,14.04,7.42
"5689","Cd81",4643.12,4867.27,4701.9,4240.65,6586.95,5559.39,6645.9
"5690","Cd82",149.27,129.23,136.85,155.31,127.93,195.09,144.3
"5691","Cd83",271.83,242.42,237.43,184.08,265.13,283.51,303.44
"5692","Cd84",72.28,83.95,84.21,52.92,64.81,87.72,103.07
"5693","Cd86",92.71,94.33,100.59,70.18,47.98,100.35,63.49
"5694","Cd8a",4.71,0,0,1.15,0,0,0
"5695","Cd8b1",0,0,0,0,0,0,0
"5696","Cd9",2209.22,2004.45,1833.97,1800.49,951.09,1381.08,1229.41
"5697","Cd9-ps",11,5.66,11.7,1.15,4.21,3.51,2.47
"5698","Cd93",155.56,211.29,253.81,181.78,622,474.39,476.59
"5699","Cd96",1.57,0,1.17,0,2.53,2.11,0
"5700","Cd99l2",1828.97,1840.32,1815.26,1661.29,2923.98,2912.33,2592.4
"5701","Cda",7.86,10.38,3.51,9.2,10.1,4.91,7.42
"5702","Cdadc1",1255.45,1173.43,1058.51,1141.27,962.03,892.65,991.11
"5703","Cdan1",309.54,357.5,370.77,355.5,271.86,296.15,255.61
"5704","Cdc123",1466,1297.94,1321.68,1124.01,1230.53,1185.28,1238.48
"5705","Cdc14a",64.42,81.12,88.89,89.74,52.18,89.12,56.89
"5706","Cdc14b",61.28,94.33,108.78,92.04,36.19,59.65,68.44
"5707","Cdc16",1409.44,1288.51,1131.03,946.84,1049.57,1072.3,1074.39
"5708","Cdc20",18.86,16.04,35.09,33.36,19.36,31.58,38.75
"5709","Cdc20b",0,0,0,0,1.68,1.4,2.47
"5710","Cdc23",996.19,929.12,1005.88,921.53,1023.48,1030.89,972.97
"5711","Cdc25a",62.85,82.06,84.21,113.9,135.51,104.56,102.24
"5712","Cdc25b",180.7,199.97,212.87,217.44,102.68,106.67,108.84
"5713","Cdc25c",54.99,28.3,15.21,34.51,6.73,9.12,33.81
"5714","Cdc26",597.09,537.66,523.99,528.07,359.4,348.78,374.35
"5715","Cdc27",1580.71,1646.95,1403.55,1601.46,1524.27,1765.64,1609.53
"5716","Cdc34",1010.33,899.88,824.59,958.35,961.19,778.26,911.96
"5717","Cdc34b",4.71,1.89,1.17,8.05,1.68,2.81,5.77
"5718","Cdc37",2124.37,2000.68,1786.02,1784.39,2822.98,2593.73,2834.82
"5719","Cdc37l1",2627.18,2758.12,2814.12,2887.69,1854.21,1971.26,1813.19
"5720","Cdc40",802.92,901.77,832.77,753.56,923.32,861.77,828.68
"5721","Cdc42",11242.49,10434.46,9869.3,9624.88,10365.23,9647.88,10240.96
"5722","Cdc42bpa",5999.14,6492.53,6813.07,6601.43,6029.76,5465.35,5485.76
"5723","Cdc42bpb",2787.45,2787.36,3195.42,3292.66,4991.97,3860.42,4055.16
"5724","Cdc42bpg",172.84,130.17,173.1,141.51,68.18,86.32,150.89
"5725","Cdc42ep1",202.69,241.48,195.33,243.9,256.71,218.25,289.42
"5726","Cdc42ep2",188.55,260.34,171.93,225.49,299.64,280.71,255.61
"5727","Cdc42ep3",293.83,269.78,314.63,216.29,382.96,291.93,271.28
"5728","Cdc42ep4",997.76,944.21,1065.53,1058.44,1158.14,1163.53,1084.29
"5729","Cdc42ep5",28.28,17.92,29.24,16.11,27.78,43.51,18.96
"5730","Cdc42se1",1569.71,1646.01,1575.49,1752.17,1431.69,1484.24,1554.28
"5731","Cdc42se2",5611.03,5231.38,5038.75,5009.17,6344.54,5795.18,5932.66
"5732","Cdc45",36.14,43.39,31.58,41.42,24.41,44.91,41.23
"5733","Cdc5l",732.22,690.47,614.05,541.87,1138.79,1104.58,1139.53
"5734","Cdc6",1.57,6.6,3.51,19.56,4.21,6.32,3.3
"5735","Cdc7",168.13,223.56,211.7,205.94,86.69,104.56,101.42
"5736","Cdc73",806.07,861.21,853.83,938.79,1068.09,1259.67,1160.15
"5737","Cdca2",1.57,18.87,19.88,18.41,7.58,11.23,14.02
"5738","Cdca3",25.14,28.3,36.26,43.72,24.41,26.67,27.21
"5739","Cdca4",100.56,101.87,115.79,93.19,127.09,121.41,115.44
"5740","Cdca5",17.28,13.21,9.36,10.35,3.37,3.51,4.95
"5741","Cdca7",78.56,74.52,64.33,79.38,51.34,44.91,63.49
