"","gene","CTX-M-CRE1","CTX-M-CRE2","CTX-M-CRE3","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","CTX-M-XDP1","CTX-M-XDP2","CTX-M-XDP3"
"19632","Gm24402",0,0,0,0,0,0,0,0,0,0
"19633","Gm24403",0,0,0,0,0,0,0,0,0,0
"19634","Gm24405",0,0,0,0,0,0,0,0,0,0
"19635","Gm24406",0,0,0,0,0,0,0,0,0,0
"19636","Gm24407",2.7,0,0,3.27,0,0,3.59,0,0.73,0
"19637","Gm24409",0,0,0,0,0,0,0,0,0,0
"19638","Gm24410",0,0,0,0,0,0,0,0,0,0
"19639","Gm24411",0,0,0,0,0,0,0,0,0,0
"19640","Gm24412",0,0,0,0,0,0,0,0,0,0
"19641","Gm24414",0,0,1.55,0,1.96,2.43,1.2,0.87,1.45,0.85
"19642","Gm24415",0,0,0,0,0,0,0,0,0,0
"19643","Gm24416",0,0,0,0,0,0,0,0,0,0
"19644","Gm24417",0,0,0,0,0,0,0,0,0,0
"19645","Gm24418",0,0,0,0,0,0,0,0,0,0
"19646","Gm24419",0,0,0,0,0,0,0,0,0,0
"19647","Gm24420",0,0,0,0,0,0,0,0,0,0
"19648","Gm24422",0,0,0,0,0,0,0,0,0,0
"19649","Gm24423",0,0,0,0,0,0,0,0,0,0
"19650","Gm24424",0,0,0,3.27,0,1.21,2.39,0,1.45,0.85
"19651","Gm24427",0,0,0,0,0,0,0,0,0,0
"19652","Gm24429",0,0,0,0,0,0,0,0,0,0
"19653","Gm24430",0,0,0,0,0,0,0,0,0,0
"19654","Gm24431",0,0,0,0,0,0,0,0,0,0
"19655","Gm24432",0,0,0,0,0,0,0,0,0,0
"19656","Gm24433",0,0,0,0,0,0,0,0,0,0
"19657","Gm24434",0,0,0,0,0,0,0,0,0,0
"19658","Gm24435",0,0,0,0,0,0,0,0,0,0
"19659","Gm24436",0,0,0,0,0,0,0,0,0,0
"19660","Gm24437",0,0,0,0,0,0,0,0,0,0
"19661","Gm24438",0,0,0,0,0,0,0,0,0,0
"19662","Gm24439",0,0,0,0,0,0,0,0,0,0
"19663","Gm24440",0,0,0,0,0,0,0,0,0,0
"19664","Gm24441",0,0,0,0,0,0,0,0,0,0
"19665","Gm24442",0,0,0,0,0,0,0,0,0,0
"19666","Gm24443",0,0,0,0,0,0,0,0,0,0
"19667","Gm24444",0,0,0,0,0,0,0,0,0,0
"19668","Gm24445",0,0,0,0,0,2.43,0,0,0,0
"19669","Gm24446",0,0,0,0,0,0,0,0,0,0
"19670","Gm24447",0,1.1,0,0,0,0,0,0,0,0.85
"19671","Gm24448",0,0,0,0,0,0,0,0,0,0.85
"19672","Gm24449",0,0,0,0,0,0,0,0,0,0
"19673","Gm2445",9,6.58,6.21,4.91,3.93,2.43,4.79,6.97,2.9,11.94
"19674","Gm24451",0,0,0,0,0,0,0,0,0,0
"19675","Gm24452",0,0,0,0,0,0,0,0,0,0
"19676","Gm24453",0,0,0,0,0,0,0,0,0,0
"19677","Gm24454",0,0,0,0,0,0,0,0,0,0
"19678","Gm24455",0,0,0,0,0,0,0,0,0,0
"19679","Gm24456",0,0,0,0,0,0,0,0,0,0
"19680","Gm24457",0,0,0,0,0,0,0,0,0,0
"19681","Gm24458",0,0,0.78,1.64,0,0,2.39,0,0,0
"19682","Gm24459",0,0,0,0,0,0,0,0,0,0
"19683","Gm2446",0,0,0,0,0,0,0,0,0,0
"19684","Gm24460",0,0,0,0,0,0,0,0,0,0
"19685","Gm24461",0,0,0,0,0,0,0,0,0,0
"19686","Gm24462",0,0,0,0,0,0,0,0,0,0
"19687","Gm24463",0,1.1,0,0,0,0,0,0,0,0
"19688","Gm24464",0,0,0,0,0,0,0,0,0,0
"19689","Gm24465",0,0,0,0,0,0,0,0,0,0
"19690","Gm24466",0,0,0,0,0,0,0,0,0,0
"19691","Gm24467",0,0,0,0,0,0,0,0,0,0
"19692","Gm24468",0,0,0,0,0,0,0,0,0,0
"19693","Gm24469",0,0,0,0,0,0,0,0,0,0
"19694","Gm2447",0,1.1,0,0,0.98,1.21,0,0.87,0,0
"19695","Gm24470",0,0,0,0,0,0,0,0,0,0
"19696","Gm24471",0,0,0,0,0,0,0,0,0,0
"19697","Gm24472",0,0,0,0,0,0,0,0,0,0
"19698","Gm24473",0,0,0,0,0,0,0,0,0,0
"19699","Gm24474",0,0,0,0,0.98,0,0,0,0,0
"19700","Gm24475",0,0,0,0,0,0,0,0,0,0
"19701","Gm24476",0,0,0,0,0,0,0,0,0,0
"19702","Gm24477",0,0,0,0,0,0,0,0,0,0
"19703","Gm24478",0,0,0,0,0,0,0,0,0,0
"19704","Gm2448",0,0,0,0,1.96,0,0,0,0,0
"19705","Gm24480",0,0,0,0,0,0,0,0,0,0
"19706","Gm24481",0,0,0,0,0,0,0,0,0,0
"19707","Gm24482",0,0,0,0,0,0,0,0,0,0
"19708","Gm24484",0,0,0,0,0,0,0,0,0,0
"19709","Gm24485",0,0,0,0,0,0,0,0,0,0
"19710","Gm24486",0,0,0,0,0.98,0,0,0,2.18,0
"19711","Gm24487",0,0,0,0,0,0,0,0,0,0
"19712","Gm24488",0,0,0,0,0,0,0,0,0,0
"19713","Gm2449",11.7,23.03,30.28,21.29,26.5,24.27,25.14,15.67,17.41,14.5
"19714","Gm24490",0,0,0.78,0,0,0,0,0,0,0
"19715","Gm24491",0,0,0,0,0,0,0,0,0,0
"19716","Gm24492",0,0,0,0,0,0,0,0,0,0
"19717","Gm24493",0,0,0,0,0,0,0,0,0,0
"19718","Gm24494",0,3.29,0.78,6.55,5.89,2.43,1.2,1.74,0,0
"19719","Gm24495",0,0,0,0,0,0,0,0,0,0
"19720","Gm24496",0,0,0,0,0,0,0,0,0,0
"19721","Gm24497",0,0,0,0,0.98,1.21,0,0,0,0
"19722","Gm24498",0,0,0,0,0,0,0,0,0,0
"19723","Gm24499",0,0,0,0,0,0,0,0,0,0
"19724","Gm24500",0,0,0,0,0,0,0,0,0,0
"19725","Gm24501",0,0,0,0,0,0,0,0,0,0
"19726","Gm24502",0,0,0,0,0,0,0,0,0,0
"19727","Gm24503",0,0,0,0,0,0,0,0,0,0
"19728","Gm24504",0,0,0,0,0,0,0,0,0,0
"19729","Gm24505",0,0,0,0,0,0,0,0,0,0
"19730","Gm24507",0.9,0,0.78,1.64,0.98,0,0,0,0,0
"19731","Gm24508",0,0,0,0,0,0,0,0,0,0
"19732","Gm24509",0,0,0,0,0,0,0,0,0,0
"19733","Gm2451",5.4,7.68,6.21,0,2.94,1.21,0,9.58,3.63,6.82
"19734","Gm24510",0,0,0,0,0,0,0,0,0,0
"19735","Gm24512",0,0,0,0,0,0,0,0,0,0
"19736","Gm24513",0,0,0,0,0,0,0,0,0,0
"19737","Gm24514",0,0,0,0,0,0,0,0,0,0
"19738","Gm24515",0,0,0,0,0,0,0,0,0,0
"19739","Gm24517",0,0,0,0,0,0,0,0,0,0
"19740","Gm24518",0,0,0,0,0,0,0,0,0,0
"19741","Gm24519",0,0,0,0,0,0,0,0,0,0
"19742","Gm24520",0,0,0,0,0,0,0,0,0,0
"19743","Gm24521",0,0,0,0,0,0,0,0,0,0
"19744","Gm24522",0,0,0,0,0,0,0,0,0,0
"19745","Gm24523",0,0,0,0,0,0,0,0,0,0
"19746","Gm24524",0,0,0,0,0,0,0,0,0,0
"19747","Gm24525",4.5,4.39,0,0,0,0,0,2.61,0,2.56
"19748","Gm24526",0,0,0,0,0,0,0,0,0,0
"19749","Gm24527",0,0,0,0,0,0,0,0,0,0
"19750","Gm24528",0,0,0,0,0,0,0,0,0,0
"19751","Gm2453",2.7,5.48,4.66,0,5.89,3.64,2.39,2.61,2.18,0.85
"19752","Gm24530",0,0,0,0,0,0,0,0,0,0
"19753","Gm24531",0,0,0,0,0,0,0,0,0,0
"19754","Gm24532",0,0,0,0,0,0,0,0,0,0
"19755","Gm24533",0,0,0,0,0,0,0,0,0,0
"19756","Gm24534",0,0,0,0,0,0,0,0,0,0
"19757","Gm24535",0,0,0,0,0.98,0,0,0,0,0
"19758","Gm24536",0,0,0,0,0,0,0,0,0,0
"19759","Gm24537",0,0,0,0,0,0,0,0,0,0
"19760","Gm24538",0,0,0,0,0,0,0,0,0,0
"19761","Gm24539",0,0,0,0,0,0,0,0,0,0
"19762","Gm24540",0,4.39,3.11,1.64,0.98,0,1.2,4.35,0,1.71
"19763","Gm24541",0,0,0,0,0,0,0,0,0,0
"19764","Gm24542",0,0,0,0,0,0,0,0,0,0
"19765","Gm24543",0,0,0,0,0,0,0,0,0,0
"19766","Gm24544",0,0,0,0,0,0,0,0,0,0
"19767","Gm24545",0,0,0,0,0,0,0,0,0,0
"19768","Gm24546",0,0,0,0,0,0,0,0,0,0
"19769","Gm24547",0,0,0,0,0,0,0,0,0,0
"19770","Gm24548",0,0,0,0,0,0,0,0,0,0
"19771","Gm24549",0,0,0,0,0,0,0,0,0,0
"19772","Gm24550",0,0,0,0,0,0,0,0,0,0
"19773","Gm24551",0,0,0,0,0,0,0,0,0,0
"19774","Gm24552",0,0,0,0,0,0,0,0,0,0
"19775","Gm24553",0,0,0,0,0,0,0,0,0,0
"19776","Gm24554",0,0,0,0,0,0,0,0,0,0
"19777","Gm24555",0,0,0,0,0,0,0,0,0,0
"19778","Gm24556",0,0,0,0,0,0,0,0,0,0
"19779","Gm24557",0,0,0,0,0,0,0,0,0,0
"19780","Gm24559",0,0,0,0,0,0,0,0,0,0
"19781","Gm24561",0,0,1.55,3.27,0,0,0,0,0,0
"19782","Gm24563",0,0,0.78,0,0.98,0,0,0.87,0,0
"19783","Gm24564",0,0,5.43,1.64,4.91,4.85,10.77,1.74,0,0.85
"19784","Gm24565",0.9,0,0,0,0.98,1.21,1.2,2.61,0.73,0
"19785","Gm24566",0,0,0,0,0,0,0,0,0,0
"19786","Gm24567",0,0,0,0,0,0,0,0,0,0
"19787","Gm24568",0,0,0,0,0,0,0,0,0,0
"19788","Gm24569",0,0,0,0,0,0,0,0,0,0
"19789","Gm24570",0,0,0,0,0,0,0,0,0,0
"19790","Gm24572",0,0,0,0,0,0,0,0,0,0
"19791","Gm24573",0,0,0,0,0,0,0,0,0,0
"19792","Gm24574",0,0,0,0,0,2.43,2.39,0.87,0,1.71
"19793","Gm24575",0,0,0,0,0,0,0,0,0,0
"19794","Gm24576",0,0,0,0,0,0,0,0,0,0
"19795","Gm24577",0,0,0,0,0,0,0,0,0,0
"19796","Gm24578",0,0,0,0,0,0,0,0,0,0
"19797","Gm24579",0,0,0,0,0,0,0,0,0,0
"19798","Gm24580",0,0,0,0,0,0,0,0,0,0
"19799","Gm24581",0,0,0,0,0,0,0,0,0,0
"19800","Gm24582",0,0,0,0,0,0,0,0,0,0
"19801","Gm24584",0,0,0,0,0,0,2.39,0,0,0
"19802","Gm24585",0,0,0,0,0,0,0,0,0,0
"19803","Gm24586",0,0,0,0,0,0,0,0,0,0
"19804","Gm24587",0,0,0,0,0,0,0,0,0,0
"19805","Gm24588",0,0,0,0,0,0,0,0,0,0
"19806","Gm24589",0,0,0,0,0.98,0,0,0,0,0
"19807","Gm24590",0,0,0,0,0,0,0,0,0,0
"19808","Gm24591",0,0,0,0,0,0,0,0,0,0
"19809","Gm24592",0,0,0,0,0,0,0,0,0,0
"19810","Gm24593",0,0,0,0,0,0,0,0,0,0
"19811","Gm24594",0,0,0,0,0,0,0,0,0,0
"19812","Gm24595",0,0,0,0,0,0,0,0,0,0
"19813","Gm24596",0,0,0,0,0.98,0,0,0,0,0.85
"19814","Gm24597",0,0,0,0,0,0,0,0,0,0
"19815","Gm24598",0,0,0,0,0,1.21,1.2,0,0,0
"19816","Gm24599",0,0,0,0,0,0,0,0,0,0
"19817","Gm24601",7.2,7.68,9.32,45.85,5.89,6.07,38.31,6.97,11.61,12.79
"19818","Gm24602",0,0,0,0,0,0,0,0,0,0
"19819","Gm24605",0,0,0,0,0,0,0,0,0,0
"19820","Gm24607",0,0,0,0,0,0,0,0,0,0
"19821","Gm24608",0,0,0,3.27,0,0,1.2,0,0,0
"19822","Gm24609",0,0,0,0,0,0,0,0,0,0
"19823","Gm24610",1.8,0,0.78,0,0,0,0,0,0,0
"19824","Gm24611",0,0,0,0,0,0,0,0,0,0
"19825","Gm24612",0,0,0,0,0,0,0,0,0,0
"19826","Gm24613",0,0,0,0,0,0,0,0,0,0
"19827","Gm24614",0,0,0,0,0,0,0,0,0,0
"19828","Gm24615",0,0,0,0,0,0,0,0,0,0
"19829","Gm24616",0,0,1.55,1.64,3.93,3.64,0,0,0,0
"19830","Gm24617",0,0,0,0,0,0,0,0,0,0
"19831","Gm24618",0,0,0,0,0,0,0,0,0,0
"19832","Gm24620",0,0,0,0,0,0,0,0,0,0
"19833","Gm24621",0,0,0,0,0,0,0,0,0,0
"19834","Gm24622",0,0,0,0,0,0,0,0,0,0
"19835","Gm24623",0,0,0,0,0,0,0,0,0,0
"19836","Gm24624",0,0,0,0,0,0,0,0,0,0
"19837","Gm24625",0,0,0,0,0,0,0,0,0,0
"19838","Gm24626",0,0,0,0,0,0,0,0,0,0
"19839","Gm24627",0,0,0,0,0,0,0,0,0,0
"19840","Gm24628",0,0,0,0,0,0,0,0,0,0
"19841","Gm24629",0,0,0,0,0,0,0,0,0,0
"19842","Gm24630",0,0,0,0,0,0,0,0,0,0
"19843","Gm24631",0,0,0,0,0,0,0,0,0,0
"19844","Gm24632",0,0,0,0,0,0,0,0,0,0
"19845","Gm24633",0,0,0,0,0,0,0,0,0,0
"19846","Gm24634",0,0,0,0,0,0,0,0,0,0
"19847","Gm24635",0,0,0,0,0,0,0,0,0,0
"19848","Gm24636",0,0,0,0,0,0,0,0,0,0
"19849","Gm24637",0,0,0,0,0,0,0,0,0,0
"19850","Gm24638",0,0,0,0,0,0,0,0,0,0
"19851","Gm24639",0,0,0,0,0,0,0,0,0,0
"19852","Gm2464",49.49,53.73,71.42,181.75,125.62,134.7,148.44,68.8,56.58,99.78
"19853","Gm24640",0,0,0,0,0,0,0,0,0,0
"19854","Gm24641",0,0,0,0,0,0,0,0,0,0
"19855","Gm24643",0,0,0,0,0,0,0,0,0,0
"19856","Gm24644",0,0,2.33,4.91,2.94,0,1.2,0,0.73,1.71
"19857","Gm24646",0,0,0,0,0,0,0,0.87,0,0
"19858","Gm24647",0,0,0,0,0,0,3.59,0,0,0
"19859","Gm24648",0,0,0,0,0,0,0,0,0,0
"19860","Gm24649",0,0,0.78,0,0,0,0,0,0,0
"19861","Gm24650",0,0,0,0,0,0,0,0,0,0
"19862","Gm24651",0,0,0,0,0,0,0,0,0,0
"19863","Gm24652",0,0,0,0,0,0,0,0,0,0
"19864","Gm24653",0,0,0,0,0,0,0,0,0,0
"19865","Gm24654",0,0,0,0,0,0,0,0,0,0
"19866","Gm24655",0,0,0,0,0,0,0,0,0,0
"19867","Gm24656",0,0,0,0,0,0,0,0,0,0
"19868","Gm24657",0,0,0,0,0,0,0,0,0,0
"19869","Gm24659",0,0,0,0,0,0,0,0,0,0
"19870","Gm24661",0,0,0,0,0,0,0,0,0,0
"19871","Gm24664",0,0,0,0,0,0,0,0,0,0
"19872","Gm24665",0,0,0,0,0,0,0,0,0,0
"19873","Gm24666",0,0,0,0,0,0,0,0,0,0
"19874","Gm24667",0,0,0,0,0,0,0,0,0,0
"19875","Gm24668",0,0,0,0,0,0,0,0,0,0
"19876","Gm24669",0,0,0,0,0,0,0,0,0,0
"19877","Gm2467",2.7,8.77,6.99,1.64,2.94,2.43,2.39,4.35,2.9,7.68
"19878","Gm24670",0,0,0,0,0,0,0,0,0,0
"19879","Gm24671",0,0,0,0,0,0,1.2,0,0,0
"19880","Gm24673",0,0,0,0,0,0,0,0,0,0
"19881","Gm24674",0,0,0,0,0,0,1.2,0,0,0
"19882","Gm24675",0,0,0,0,0,0,0,0,0,0
"19883","Gm24676",0,0,0,0,0,0,0,0,0,0
"19884","Gm24677",0,0,0,0,0,0,0,0,0,0
"19885","Gm24678",0,0,0,0,0,0,0,0,0,0
"19886","Gm24679",0,0,0,0,0,0,0,0,0,0
"19887","Gm24680",0,0,0,0,0,0,0,0,0,0
"19888","Gm24681",0,0,0,0,0,0,0,0,0,0
"19889","Gm24682",0,0,0,0,0,0,0,0,0,0
"19890","Gm24683",0,0,0,0,0,0,0,0,0,0
"19891","Gm24685",0,0,0,0,0,0,0,0,0,0
"19892","Gm24686",0,0,0,0,0,0,0,0,0,0
"19893","Gm24687",0,0,0,0,0,0,0,0,0,0
"19894","Gm24689",0,0,0.78,0,0,0,0,0,0,0
"19895","Gm24690",0,0,0,0,0,0,0,0,0,0
"19896","Gm24691",0,0,0,0,0,0,0,0,0,0
"19897","Gm24692",0,0,0,0,0,0,0,0,0,0
"19898","Gm24693",3.6,0,2.33,1.64,4.91,2.43,2.39,1.74,0.73,1.71
"19899","Gm24694",0,0,0,0,0,0,0,0,0,0
"19900","Gm24695",0,0,0,0,0,0,0,0,0,0
"19901","Gm24696",0,0,0,0,0,0,0,0,0,0
"19902","Gm24697",0,0,0,0,0,0,0,0,0,0
"19903","Gm24698",0,0,0,0,0,0,0,0,0,0
"19904","Gm24701",0,0,0,0,0,0,0,0,0,0
"19905","Gm24702",0,0,0,0,0,0,0,0,0,0
"19906","Gm24704",0,0,0,0,0,0,0,0,0,0
"19907","Gm24705",0,0,0,0,0,0,0,0,0,0
"19908","Gm24706",0,0,0,0,0,0,0,0,0,0
"19909","Gm24707",0,0,0,0,0,0,0,0,0,0
"19910","Gm24708",0,0,0,0,0,0,0,0,0,0
"19911","Gm24709",0,0,0,0,0,0,0,0,0,0
"19912","Gm24710",0,0,0,0,0,0,0,0,0,0
"19913","Gm24711",0,0,0,0,0,0,0,0,0,0
"19914","Gm24712",0,0,0,0,0,0,0,0,0,0
"19915","Gm24713",0,0,0,0,0,0,0,0,0,0.85
"19916","Gm24714",0,0,0,0,0,0,0,0,0,0
"19917","Gm24715",0,0,0,0,0,0,0,0,0,0
"19918","Gm24716",0,0,0,0,0,0,0,0,0,0
"19919","Gm24717",0,0,0,0,0,0,0,0,0,0
"19920","Gm24718",0,0,0,0,0,0,0,0,0,0
"19921","Gm24719",0,0,0,0,0,0,0,0,0,0
"19922","Gm24720",0,0,0,0,0,0,0,0,0,0
"19923","Gm24721",0,0,0,0,0,0,0,0,0,0
"19924","Gm24722",0,1.1,0.78,0,0,0,0,0.87,0,0
"19925","Gm24723",0,0,0,0,0,0,0,0,0,0
"19926","Gm24724",0,0,0,0,0,0,0,0,0,0
"19927","Gm24725",0,0,0,0,0,0,0,0,0,0
"19928","Gm24726",0,0,0,0,0,0,0,0,0,0
"19929","Gm24727",1.8,2.19,0,8.19,7.85,4.85,3.59,1.74,0.73,0.85
"19930","Gm24728",0,0,0,0,0,0,0,0,0,0
"19931","Gm24729",0,0,0,0,0,0,0,0,0,0
"19932","Gm24730",0,0,0,0,0,0,0,0,0,0
"19933","Gm24731",0,0,0,0,0,0,0,0,0,0
"19934","Gm24732",0,0,0,0,0,0,0,0,0,0
"19935","Gm24733",0,0,0,0,0,0,0,0,0,0
"19936","Gm24734",0,0,0,0,0,0,0,0,0,0
"19937","Gm24735",0,0,0,0,0.98,0,0,0,0,0
"19938","Gm24736",0,0,0,0,0,0,0,0,0,0
"19939","Gm24737",0.9,0,0,0,2.94,0,0,0,0.73,0.85
"19940","Gm24738",0,0,0,0,0,0,0,0,0,0
"19941","Gm24739",0,0,0,0,0,0,0,0,0,0
"19942","Gm2474",0,0,0,0,0,0,0,0,0,0
"19943","Gm24741",0,0,0,0,0,0,0,0,0,0
"19944","Gm24744",0,0,0,0,0,0,0,0,0,0
"19945","Gm24745",0,0,0,0,0,0,0,0,0,0
"19946","Gm24747",0,0,0,0,0,0,0,0,0,0
"19947","Gm24748",0,0,0,0,0,0,0,0,0,0
"19948","Gm24749",0,0,0,0,0,0,0,0,0,0
"19949","Gm24750",0,0,0,0,0,0,0,0,0,0
"19950","Gm24751",0,0,0,0,0,0,0,0,0,0
"19951","Gm24752",0,0,0,0,0,0,0,0,0,0
"19952","Gm24753",0,0,1.55,0,0.98,1.21,2.39,0.87,4.35,0.85
"19953","Gm24754",0,0,0,0,0,0,0,0,0,0
"19954","Gm24755",0,0,0,0,0,0,0,0,0,0
"19955","Gm24756",0,0,0,0,0,0,0,0,0,0
"19956","Gm24757",0,0,0,0,0,0,0,0,0,0
"19957","Gm24759",0,0,0,0,0,0,0,0,0,0
"19958","Gm24760",0,0,0,0,0,0,0,0,0,0
"19959","Gm24761",0,0,0,0,0,0,0,0,0,0
"19960","Gm24762",0,0,0,0,0,0,0,0,0,0
"19961","Gm24763",0,0,0,0,0,0,0,0,0,0
"19962","Gm24764",0,0,0,0,0,0,0,0,0,0
"19963","Gm24765",0,0,0,0,0,0,0,0,0,0
"19964","Gm24766",0,0,0,0,0,0,0,0,0,0
"19965","Gm24767",0,0,0,0,0,0,0,0,0,0
"19966","Gm24768",0,0,0,0,0,0,0,0,0,0
"19967","Gm24769",0,0,0,0,0,0,0,0,0,0
"19968","Gm2477",0,0,0,0,0,0,0,0,0,0
"19969","Gm24770",0,0,0,0,0,0,0,0,0,0
"19970","Gm24771",0,0,0,0,0,0,0,0,0,0
"19971","Gm24772",0,0,0,0,0,0,0,0,0,0
"19972","Gm24773",0,0,0,0,0,0,0,0,0,0
"19973","Gm24774",0,0,0,0,0,0,0,0,0,0
"19974","Gm24775",0,0,0,0,0,0,0,0,0,0
"19975","Gm24776",0,0,0,0,0,0,0,0,0,0
"19976","Gm24777",0,0,0,0,0,0,0,0,0,0
"19977","Gm24780",0,0,0,0,0,0,0,0,0,0
"19978","Gm24781",0,0,0,0,0,0,0,0,0,0
"19979","Gm24782",0,0,0,0,0,0,0,0,0,0
"19980","Gm24783",0,0,0,0,0,0,0,0,0,0
"19981","Gm24784",0,0,0,0,0,0,0,0,0,0
"19982","Gm24786",0,0,0,0,0,0,0,0,0,0
"19983","Gm24787",0,0,0,0,0,0,0,0,0,0
"19984","Gm24788",0,0,0,0,0,0,0,0,0,0
"19985","Gm24789",0,0,0,0,0,0,0,0,0,0
"19986","Gm2479",0,0,0,0,0,0,0,0.87,0,1.71
"19987","Gm24790",0,0,0,0,0,0,0,0,0,0
"19988","Gm24791",0,0,0,0,0,1.21,0,0,0,0
"19989","Gm24792",0,0,0,0,0,0,0,0,0,0
"19990","Gm24793",0,0,0,0,0,0,0,0,0,0
"19991","Gm24794",0,0,0,0,0,0,0,0,0,0
"19992","Gm24795",0,0,0,0,0,0,0,0,0,0
"19993","Gm24796",0,0,0,0,0,0,0,0,0,0
"19994","Gm24797",0,0,0,0,0,0,0,0,0,0
"19995","Gm24798",0,0,0,0,0,0,0,0,0,0
"19996","Gm24799",0,0,0,0,0,0,0,0,0,0
"19997","Gm24801",0,0,0,0,0,0,0,0,0,0
"19998","Gm24802",0,0,0,0,0,0,0,0,0,0
"19999","Gm24803",0,0,0,9.82,0,3.64,2.39,0,0,0
"20000","Gm24804",0,0,0,0,0,0,0,0,0,0
"20001","Gm24805",0,0,0,0,0,0,0,0,0,0
"20002","Gm24806",0,0,0,0,0,0,0,0,0,0
"20003","Gm24808",0,0,0,0,0,0,0,0,0,0
"20004","Gm24809",0,0,0,0,0,0,0,0,0,0
"20005","Gm24810",0,0,0,0,0,0,0,0,0,0
"20006","Gm24811",0,0,0,0,0,0,0,0,0,0
"20007","Gm24812",0,0,0,0,0,0,0,0,0,0
"20008","Gm24813",0,0,0,0,0,0,0,0,0,0
"20009","Gm24816",0,0,0,0,0,0,0,0,0,0
"20010","Gm24817",0,0,0,0,0,0,0,0,0,0
"20011","Gm24818",0,0,0,0,0,0,0,0,0,0
"20012","Gm24819",0,0,0,0,0,0,0,0,0,0
"20013","Gm24823",0,0,0,0,0,0,0,0,0,0
"20014","Gm24824",0,0,0,0,0,0,0,0,0,0
"20015","Gm24826",0,0,0,0,0,0,0,0,0,0
"20016","Gm24828",0,0,0,0,0,0,0,0,0,0
"20017","Gm24829",0,0,0,0,0,0,0,0,0,0
"20018","Gm24830",0,0,0,0,0,0,0,0,0,0
"20019","Gm24831",0,0,0,0,0,0,0,0,0,0
"20020","Gm24833",0,0,0,0,0,0,0,0,0,0
"20021","Gm24835",0,0,0,0,0,0,0,0,0,0
"20022","Gm24836",0,0,0,0,0,0,0,0,0,0
"20023","Gm24837",0,0,1.55,0,0,0,0,0.87,0.73,0
"20024","Gm24838",0,0,0,0,0,0,0,0,0,0
"20025","Gm24839",0,0,0,0,0,0,0,0,0,0
"20026","Gm24840",0,0,0,0,0,0,0,0,0,0
"20027","Gm24841",0,0,0,0,0,0,0,0,0,0
"20028","Gm24842",0,0,0,0,0,0,0,0,0,0
"20029","Gm24843",0,0,0,0,0,0,0,0,0,0
"20030","Gm24844",0,0,0,0,0,0,0,0,0,0
"20031","Gm24845",0,0,0,0,0,0,0,0,0,0
"20032","Gm24846",0,0,0,0,0,0,0,0,0,0
"20033","Gm24847",0,0,0,0,0,0,0,0,0,0
"20034","Gm24848",0,0,0,0,0,0,0,0,0,0
"20035","Gm24850",0,0,0,0,0,0,0,0,0,0
"20036","Gm24851",0,0,0,0,0,0,0,0,0,0
"20037","Gm24853",0,0,0,0,0,0,0,0,0,0
"20038","Gm24854",0,0,0,0,0,0,0,0,0,0
"20039","Gm24855",0,0,0,0,0,0,0,0,0,0
"20040","Gm24856",0,0,0,0,0,0,0,0,0,0
"20041","Gm24857",0,0,0,0,0,0,0,0,0,0
"20042","Gm24858",0,0,0,0,0,0,0,0,0,0
"20043","Gm24859",0,0,0,1.64,0,0,0,0,0,0
"20044","Gm24860",0,0,0,0,0,0,0,0,0,0
"20045","Gm24861",0,0,2.33,0,0,0,1.2,0.87,0,0
"20046","Gm24862",0,0,0,0,0,0,0,0,0,0
"20047","Gm24863",0,0,0,0,0,1.21,0,0,0,0
"20048","Gm24865",0,0,0,0,0,0,0,0,0,0
"20049","Gm24866",0,0,0,0,0,0,0,0,0,0
"20050","Gm24867",0,0,0,0,0,0,0,0,0,0
"20051","Gm24868",0,0,0,0,0,0,0,0,0,0
"20052","Gm24869",0,0,0,0,0,0,0,0,0,0
"20053","Gm24870",0,0,0,0,0,0,0,0,0,0
"20054","Gm24871",0,0,0,0,0,0,0,0,0,0
"20055","Gm24872",0,0,0,0,0,0,0,0,0,0
"20056","Gm24873",0,1.1,7.76,13.1,6.87,13.35,4.79,6.1,4.35,8.53
"20057","Gm24875",0,0,0,0,0,0,0,0,0,0
"20058","Gm24876",0,0,0,0,0,0,0,0,0,0
"20059","Gm24877",0,0,0,0,0,0,0,0,0,0
"20060","Gm24878",0,0,0,0,0,0,0,0,0,0
"20061","Gm24879",0,0,0,0,0,0,0,0,0,0
"20062","Gm24880",0,0,0,0,0,0,0,0,0,0
"20063","Gm24883",0,0,0,0,0,0,0,0,0,0
"20064","Gm24884",0,0,0,0,0,0,0,0,0,0
"20065","Gm24885",0,0,0,0,0,0,0,0,0,0
"20066","Gm24886",0,0,0,0,0,0,0,0,0,0
"20067","Gm24887",1.8,0,0,0,1.96,0,0,0,1.45,0.85
"20068","Gm24888",1.8,0,0,6.55,1.96,4.85,1.2,0,0.73,0.85
"20069","Gm24889",0,0,0,0,0,0,0,0,0,0
"20070","Gm24890",0,0,0,0,0,0,0,0,0,0
"20071","Gm24891",0,0,0,0,0,0,0,0,0,0
"20072","Gm24892",0,0,0,0,0,0,0,0,0,0
"20073","Gm24893",0,0,0,0,0,0,0,0,0,0
"20074","Gm24894",0,0,0,0,0,0,0,0,0,0
"20075","Gm24895",0,0,0,0,0,0,0,0,0,0
"20076","Gm24896",0,0,0,0,0,0,0,0,0,0
"20077","Gm24897",0,0,0,0,0,0,0,0,0,0
