"","gene","CTX-M-CRE1","CTX-M-CRE2","CTX-M-CRE3","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","CTX-M-XDP1","CTX-M-XDP2","CTX-M-XDP3"
"20078","Gm24898",0,0,0,0,0,0,0,0,0,0
"20079","Gm24899",0,0,0,0,0,0,0,0,0,0
"20080","Gm24900",0,0,0,0,0,0,0,0,0,0
"20081","Gm24901",0,0,0,0,0,0,0,0,0,0
"20082","Gm24902",0,0,0,0,0,0,0,0,0,0
"20083","Gm24903",0,0,0,0,0,0,0,0,0,0
"20084","Gm24905",0,0,0,0,0,0,0,0,0,0
"20085","Gm24907",0,0,0,1.64,0,0,0,0,0,0
"20086","Gm24908",0,0,0,0,0,0,0,0,0,0
"20087","Gm24909",0,0,0,0,0,0,0,0,0,0
"20088","Gm24910",0,0,0,0,1.96,0,0,3.48,0,0
"20089","Gm24911",0,0,0,0,0,0,0,0,0,0
"20090","Gm24912",0,0,0,0,0,0,0,0,0,0
"20091","Gm24913",0,0,0,0,0,0,0,0,0,0
"20092","Gm24914",0,0,0,0,0,0,0,0,0,0
"20093","Gm24915",0,0,0,0,0,0,0,0,0,0
"20094","Gm24916",0,0,0,0,0,0,0,0,0,0
"20095","Gm24917",0,0,0,0,0,0,0,0,0,0
"20096","Gm24918",0,0,0,0,0,0,0,0,0,0
"20097","Gm24919",0,0,0,0,0,0,0,0,0,0
"20098","Gm2492",0,0,1.55,0,0,1.21,0,0,0,0
"20099","Gm24920",0,0,0,0,0,1.21,0,0,0,0.85
"20100","Gm24921",0,0,0,0,0,0,0,0,0,0
"20101","Gm24922",0,0,0,0,0,0,0,0,0,0
"20102","Gm24923",0,0,0,0,0,0,0,0,0,0
"20103","Gm24924",0,1.1,0,0,0,0,0,0,0,0
"20104","Gm24925",0,0,0,0,0,0,0,0,0,0
"20105","Gm24926",0,0,0,0,0,0,0,0,0,0
"20106","Gm24927",0,0,0,0,0,0,0,0,0,0
"20107","Gm24928",0,0,0,0,0,0,0,0,0,0
"20108","Gm24929",0,0,0,0,0,0,0,0,0,0
"20109","Gm24930",0,0,0,0,0,0,0,0,0,0
"20110","Gm24931",0,0,0,0,0,0,0,0,0,0
"20111","Gm24932",0,0,0,0,0,0,0,0,0,0
"20112","Gm24933",0,0,0,0,0,0,0,0,0,0
"20113","Gm24934",0,0,0,0,0,0,0,0,0,0
"20114","Gm24935",0,0,0,0,0,0,0,0,0,0
"20115","Gm24936",0,0,0,0,0,0,0,0,0,0
"20116","Gm24937",0,0,0,0,0,0,0,0,0,0
"20117","Gm24938",0,0,0,0,0,0,0,0,0,0
"20118","Gm24939",0,0,0,0,0,1.21,0,0,0,0
"20119","Gm24940",0,0,0,0,0,0,0,0,0,0
"20120","Gm24942",0,0,0,0,0,0,0,0,0,0
"20121","Gm24943",0,0,0,0,0,0,0,0,0,0
"20122","Gm24944",0,0,0,0,0,0,0,0,0,0
"20123","Gm24945",0,0,0,0,0,0,0,0,0,0
"20124","Gm24946",0,0,0,0,0,0,0,0,0,0
"20125","Gm24947",0,0,0,0,0,0,0,0,0,0
"20126","Gm24948",0,0,0,0,0,0,0,0,0,0
"20127","Gm24949",0,0,0,0,0,0,0,0,0,0
"20128","Gm2495",0,0,0,0,0,0,0,0,0,0
"20129","Gm24950",0,0,0,0,0,0,0,0,0,0
"20130","Gm24951",0,1.1,3.11,0,1.96,0,0,0,0,0
"20131","Gm24952",0,0,0,0,0,0,0,0,0,0
"20132","Gm24954",0,0,0,0,0,0,0,0,0,0
"20133","Gm24957",0,0,0,0,0,0,0,0,0,0
"20134","Gm24958",0,0,0,0,0,0,0,0,0,0
"20135","Gm24959",0,0,0,0,0,0,0,0,0,0
"20136","Gm24960",0,0,0,0,0,0,0,0,0,0
"20137","Gm24961",0,0,0,0,0,0,0,0,0,0
"20138","Gm24962",0,0,0,0,0,0,0,0,0,0
"20139","Gm24963",0,0,0,0,0,0,0,0,0,0
"20140","Gm24965",0,0,0,0,0,0,0,0,0,0
"20141","Gm24966",7.2,1.1,8.54,16.37,18.65,16.99,19.15,6.97,2.18,0.85
"20142","Gm24967",11.7,5.48,7.76,1.64,6.87,12.14,7.18,4.35,7.25,5.97
"20143","Gm24968",3.6,0,0.78,0,1.96,1.21,3.59,0,0.73,2.56
"20144","Gm24969",0,0,0,0,0,0,0,0,0,0
"20145","Gm2497",0,0,0,1.64,0,0,0,0,0,0
"20146","Gm24970",0,0,0,0,0,0,0,0,0,0
"20147","Gm24971",0,0,0,0,0,1.21,0,0,0,0
"20148","Gm24973",0,0,0,0,0,0,0,0,0,0
"20149","Gm24975",0,0,0,0,0,0,0,0,0,0
"20150","Gm24976",0,0,0,0,0,0,0,0,0,0
"20151","Gm24977",0,0,0,0,0,0,0,0,0,0
"20152","Gm24978",0,2.19,7.76,13.1,4.91,2.43,4.79,2.61,0.73,0.85
"20153","Gm24979",0,0,0,0,0,0,0,0,0,0
"20154","Gm24981",0,0,0,0,0,0,0,0,0,0
"20155","Gm24982",0,0,0,0,0,0,0,0,0,0
"20156","Gm24983",0,0,0,0,0,0,0,0,0,0
"20157","Gm24984",0,0,0,0,0,0,0,0,0,0
"20158","Gm24985",0,0,0,0,0,0,0,0,0,0
"20159","Gm24986",0,0,0,0,0,0,0,0,0,0
"20160","Gm24987",0,0,0,0,0,0,0,0,0,0
"20161","Gm24988",0,0,0,0,0,0,0,0,0,0
"20162","Gm24989",0,0,0,0,0,0,0,0,0,0
"20163","Gm24990",0,0,0,0,0,0,0,0,0,0
"20164","Gm24991",0,0,0,0,0,0,0,0,0,0
"20165","Gm24992",0,0,0,0,0,0,0,0,0,0
"20166","Gm24993",0,0,0,0,0,0,0,0,0,0
"20167","Gm24994",0,0,0,0,0,0,0,0,0,0
"20168","Gm24996",0,0,0,0,0,0,0,0,0,0
"20169","Gm24997",0,0,0,0,0,0,0,0,0,0
"20170","Gm24998",0,0,0,0,0,0,0,0,0,0
"20171","Gm24999",0,0,0,0,0,0,0,0,0,0
"20172","Gm25000",0,0,0,0,0,0,0,0,0,0
"20173","Gm25002",0,0,0,0,0,0,0,0,0,0
"20174","Gm25004",0,0,0,0,0,0,0,0,0,0
"20175","Gm25005",0,0,0,0,0,0,0,0,0,0
"20176","Gm25006",0,0,0,0,0,0,0,0,0,0
"20177","Gm25007",0,0,0,0,0,0,0,0,0,0
"20178","Gm25008",0,0,0,0,0,0,0,0,0,0
"20179","Gm25009",0,0,0,0,0,0,0,0,0,0
"20180","Gm25010",0,0,0,0,0,0,0,0,0,0
"20181","Gm25011",0,0,0,0,0,0,0,0,0,0
"20182","Gm25012",0,0,0,0,0,0,0,0,0,0
"20183","Gm25013",0,0,0,0,0,0,0,0,0,0
"20184","Gm25014",0,0,3.11,0,1.96,1.21,0,0,3.63,2.56
"20185","Gm25015",0,0,0,0,0,0,0,0,0,0
"20186","Gm25016",0,0,0,0,0,0,0,0,0,0
"20187","Gm25017",0,0,0,0,0,0,0,0,0,0
"20188","Gm25018",0,0,0,0,0,0,0,0,0,0
"20189","Gm25019",0,0,0,0,0,0,0,0,0,0
"20190","Gm25020",0,0,0,0,0,0,0,0,0,0
"20191","Gm25021",0,0,3.11,0,0,0,0,0,0.73,0.85
"20192","Gm25022",0,0,0,0,0,0,0,0,0,0
"20193","Gm25023",0,0,0,0,0,0,0,0,0,0
"20194","Gm25024",0,0,0,0,0,0,0,0,0,0
"20195","Gm25025",0,0,0,0,0,0,0,0,0,0
"20196","Gm25026",0,0,1.55,0,0,0,0,0,0,0
"20197","Gm25032",0,0,0,0,0,0,0,0,0,0
"20198","Gm25033",0,0,0,0,0,0,0,0,0,0
"20199","Gm25035",0,0,1.55,0,0,3.64,0,0,0,0
"20200","Gm25036",0,0,0,0,0,0,0,0,0,0
"20201","Gm25037",0,0,0,0,0,0,0,0,0,0
"20202","Gm25038",0,0,0,0,0,0,0,0,0,0
"20203","Gm25039",0,0,0,0,0,0,0,0,0,0
"20204","Gm25040",0,0,0,0,0,0,0,0,0,0
"20205","Gm25041",0,0,0,0,0,0,0,0,0,0
"20206","Gm25042",0,0,0,0,0,0,0,0,0,0
"20207","Gm25043",0,0,0,0,0,0,0,0,0,0
"20208","Gm25044",0,0,0,0,0,0,0,0,0,0
"20209","Gm25045",0,0,0,0,0,0,0,0,0,0
"20210","Gm25047",27.89,48.25,10.09,9.82,12.76,8.49,9.58,18.29,13.78,14.5
"20211","Gm25048",0,0,0,0,0,0,0,0,0,0
"20212","Gm25049",0,0,0,0,0,0,0,0,0,0
"20213","Gm2505",0,0,0,0,0,0,0,0,0,0
"20214","Gm25051",0,0,0,0,0,0,0,0,0,0
"20215","Gm25052",0,0,0,0,0,0,0,0,0,0
"20216","Gm25053",0,2.19,1.55,1.64,0.98,0,2.39,0.87,0,0.85
"20217","Gm25054",0,0,0,0,0,0,0,0,0,0
"20218","Gm25055",0,0,0,0,0,0,0,0,0,0
"20219","Gm25056",0,0,0,0,0,0,0,0,0,0
"20220","Gm25057",0,0,0,0,0,0,0,0,0,0
"20221","Gm25058",0,0,0,0,0,0,0,0,0,0
"20222","Gm25059",0,0,0,0,0,0,0,0,0,0
"20223","Gm25060",0,0,0,0,0,0,0,0,0,0
"20224","Gm25061",0,0,0,0,0,0,0,0,0,0
"20225","Gm25063",0,0,0,0,0,0,0,0,0,0
"20226","Gm25064",0,2.19,0.78,0,0.98,6.07,1.2,0.87,0.73,2.56
"20227","Gm25065",0,0,0,0,0,0,0,0,0,0
"20228","Gm25066",0,0,0,0,0,0,0,0,0,0
"20229","Gm25068",0,0,0,0,0,0,0,0,0,0
"20230","Gm25069",0,0,0,0,0,0,0,0,0,0
"20231","Gm25070",0,0,0,0,0,0,0,0,0,0
"20232","Gm25071",0,0,0,0,0,0,0,0,0,0
"20233","Gm25072",0,0,0,0,0,0,0,0,0,0
"20234","Gm25074",0,0,0,0,0,0,0,0,0,0
"20235","Gm25076",3.6,2.19,1.55,3.27,3.93,2.43,4.79,0.87,2.9,3.41
"20236","Gm25077",0,0,0,0,0,0,0,0,0,0
"20237","Gm25078",0,0,0,0,0,0,0,0,0,0
"20238","Gm25079",0,0,0,0,0,0,0,0,0,0
"20239","Gm25080",1.8,0,0,0,0,0,1.2,0,0,0
"20240","Gm25081",0,0,0,0,0,0,0,0,0,0
"20241","Gm25082",0,3.29,11.65,9.82,23.55,13.35,17.96,0,0,0.85
"20242","Gm25083",0,0,0,0,0,0,0,0,0,0
"20243","Gm25084",0,1.1,0,0,0,0,0,0,0,0
"20244","Gm25085",0,0,0,0,0,0,0,0,0,0
"20245","Gm25086",0,0,0,0,0,0,0,0,0,0
"20246","Gm25087",0,0,0,0,0,0,0,0,0,0
"20247","Gm25088",0,0,0,0,0,0,0,0,0,0
"20248","Gm25089",0,0,0,0,0,0,0,0,0,0
"20249","Gm25090",0,0,0,0,0,0,0,0,0,0
"20250","Gm25091",0,0,0,0,0,0,0,0,0,0
"20251","Gm25092",0,0,0,0,0,0,0,0,0,0
"20252","Gm25093",0,0,0,0,0,0,0,0,0,0
"20253","Gm25094",0,0,0,0,0,0,0,0,0,0
"20254","Gm25095",0,0,0,0,0,0,0,0,0,0
"20255","Gm25096",0,0,0,0,0,0,0,0,0,0
"20256","Gm25097",0,0,0,0,0,0,0,0,0,0
"20257","Gm25098",0,0,0,0,0,0,0,0,0,0
"20258","Gm25099",0,0,0.78,11.46,0,0,3.59,0,0,0
"20259","Gm25100",0,0,0,0,0,0,0,0,0,0
"20260","Gm25101",0,0,0,0,0,0,0,0,0,0
"20261","Gm25102",0,0,0,0,0,0,0,0,0,0
"20262","Gm25103",0,0,0,0,0,0,0,0,0,0
"20263","Gm25104",0,0,0,0,0,0,0,0,0,0
"20264","Gm25105",0,0,0,0,0,0,0,0,0,0
"20265","Gm25106",0,0,0,0,0,0,0,0,0,0
"20266","Gm25107",1.8,1.1,6.21,0,3.93,12.14,9.58,0.87,0.73,0
"20267","Gm25108",0.9,0,0.78,1.64,0.98,0,0,0,0,0.85
"20268","Gm25109",0,0,0,0,0,0,0,0,0,0
"20269","Gm2511",0,0,0,0,3.93,4.85,0,0,0,0
"20270","Gm25110",0,0,0,0,0,0,0,0,0,0
"20271","Gm25111",0,0,0,0,0,0,0,0,0,0
"20272","Gm25112",0,0,0,0,0.98,0,0,0,0,0
"20273","Gm25113",0,0,0,0,0,0,0,0,0,0
"20274","Gm25115",0,0,0,0,0,0,0,0,0,0
"20275","Gm25116",0,0,0,0,0,0,0,0,0,0
"20276","Gm25117",3.6,4.39,17.86,31.11,14.72,18.2,13.17,2.61,2.18,9.38
"20277","Gm25119",0,0,0,0,0,0,0,0,0,0
"20278","Gm25120",0,0,0,0,0,0,0,0,0,0
"20279","Gm25121",0,0,0,0,0,0,0,0,0,0
"20280","Gm25123",0,0,0,0,0,0,0,0,0,0
"20281","Gm25124",0,0,0,0,0,0,0,0,0,0
"20282","Gm25125",0,0,0,0,0,0,0,0,0,0
"20283","Gm25126",0,0,0,0,0,0,0,0,0,0
"20284","Gm25127",2.7,2.19,1.55,0,1.96,0,2.39,0,0,0.85
"20285","Gm25128",0,0,0,0,1.96,0,0,0,0,0
"20286","Gm25129",0,1.1,9.32,4.91,19.63,13.35,11.97,0,1.45,0
"20287","Gm25130",0,0,0,0,0,0,0,0,0,0
"20288","Gm25131",0,0,0,0,0,0,0,0,0,0
"20289","Gm25132",0,0,0,0,0,0,0,0,0,0
"20290","Gm25133",0,0,0.78,0,0,0,0,0,0,0
"20291","Gm25134",0,0,0.78,1.64,0,1.21,0,0,0,0
"20292","Gm25135",0,0,1.55,0,0,1.21,1.2,0,0,0
"20293","Gm25136",0,0,0.78,0,0,1.21,3.59,2.61,0.73,0.85
"20294","Gm25137",0,0,0,0,0,0,0,0,0,0
"20295","Gm25138",0,0,0,0,0,0,0,0,0,0
"20296","Gm25139",0,0,0,0,0,0,0,0,0,0
"20297","Gm25140",0,0,0,0,0,0,0,0,0,0
"20298","Gm25141",0,0,0,0,0,0,0,0,0,0
"20299","Gm25142",0,0,0,0,0,0,0,0,0,0
"20300","Gm25143",0,0,0,0,0,0,0,0,0,0
"20301","Gm25144",0,0,0,0,0,0,0,0,0,0
"20302","Gm25145",0,0,0,0,0,0,0,0,0,0
"20303","Gm25146",0,0,0,0,0,0,0,0,0,0
"20304","Gm25147",0,0,0,0,0,0,0,0,0,0
"20305","Gm25148",0,0,0,0,0,0,0,0,0,0
"20306","Gm25149",0,0,0,0,0,0,1.2,0,0,0
"20307","Gm25150",0,0,0,0,0,0,0,0,0,0
"20308","Gm25151",0,0,0,0,0,0,0,0,0,0
"20309","Gm25152",0,0,0,0,0,0,0,0,0,0
"20310","Gm25153",0,0,0,0,0,0,0,0,0,0
"20311","Gm25154",0,0,0,0,0.98,0,0,0,0,0
"20312","Gm25155",0,0,0,0,0,0,0,0,0,0
"20313","Gm25156",0,0,0,0,0,0,0,0,0,0
"20314","Gm25157",0,0,0,0,0,0,0,0,0,0
"20315","Gm25158",0,0,0,0,0,0,0,0,0,0
"20316","Gm2516",0,0,0,0,0,0,0,0,0,0
"20317","Gm25160",0,0,0,0,0,0,0,0,0,0
"20318","Gm25161",0,0,0,0,0,0,0,0,0,0
"20319","Gm25162",0,0,0,0,0,0,0,0,0,0
"20320","Gm25163",0,0,0,0,0,0,0,0,0,0
"20321","Gm25164",0,0,0,0,0,0,0,0,0,0
"20322","Gm25166",0,0,0,0,0,0,0,0,0,0
"20323","Gm25167",0,0,0,0,0,0,0,0,0,0
"20324","Gm25168",0,0,0,0,0,0,0,0,0,0
"20325","Gm25169",0,0,0,0,0,0,0,0,0,0
"20326","Gm2517",0,0,0,0,0,0,0,0,0,0
"20327","Gm25170",0,0,0,0,0,0,0,0,0,0
"20328","Gm25171",0,0,0,0,0,0,0,0,0,0
"20329","Gm25173",0,0,0,0,0,0,0,0,0,0
"20330","Gm25175",0,0,0,0,0,0,0,0,0,1.71
"20331","Gm25176",0,0,0,0,0,0,0,0,0,0
"20332","Gm25177",0,0,0,0,0,0,0,0,0,0
"20333","Gm25178",0,0,0,0,0,0,0,0,0,0
"20334","Gm25179",0,0,0,0,0,0,0,0,0,0
"20335","Gm2518",0,0,2.33,0,1.96,0,0,0,0,0
"20336","Gm25180",0,0,0,0,0,0,0,0,0,0
"20337","Gm25183",0,0,0,0,0,0,0,0,0,0
"20338","Gm25184",0,0,1.55,1.64,3.93,4.85,4.79,0,2.9,0
"20339","Gm25185",0,0,0,0,0,0,0,0,0,0
"20340","Gm25186",0,0,0,0,0,0,0,0,0,0
"20341","Gm25187",0,0,0,0,0,0,0,0,0,0
"20342","Gm25188",0,0,0,0,0,0,0,0,0,0
"20343","Gm25189",0,0,0,0,0,0,0,0,0,0
"20344","Gm25190",0,0,0,0,2.94,0,0,0,0,0
"20345","Gm25193",0,3.29,0.78,1.64,0,0,2.39,0.87,0,0
"20346","Gm25194",0,0,0,0,0,0,0,0,0,0
"20347","Gm25195",0,0,0,0,0,0,0,0,0,0
"20348","Gm25196",0,0,0,0,0,0,0,0,0,0
"20349","Gm25197",0,0,0,0,0,0,0,0,0,0
"20350","Gm25198",0,0,0,0,0,0,0,0,0,0
"20351","Gm25199",0,0,0,0,0,0,0,0,0,0
"20352","Gm25200",0,0,0,0,0,0,0,0,0,0
"20353","Gm25201",0,0,0,0,0,0,0,0,0,0
"20354","Gm25202",0,0,0,0,0,0,0,0,0,0
"20355","Gm25203",0,0,0,0,0,0,0,0,0,0
"20356","Gm25204",0,0,0,0,0,0,0,0,0,0
"20357","Gm25205",0,0,0,0,0,0,0,0,0,0
"20358","Gm25207",0,0,0,0,0,0,0,0,0,0
"20359","Gm25208",0,0,0,0,0,0,0,0,0,0
"20360","Gm25209",0,0,0,0,0,0,0,0,0,0
"20361","Gm25210",0,0,0,0,0,0,0,0,0,0
"20362","Gm25211",0,0,0,0,0,0,0,0,0,0
"20363","Gm25212",0,0,0,0,0,0,0,0,0,0
"20364","Gm25213",0,0,0,0,0,0,0,0,0,0
"20365","Gm25214",0,0,0,0,0,0,0,0,0,0
"20366","Gm25215",0,0,0,0,0,0,0,0,0,0
"20367","Gm25216",0,0,0,0,0,0,0,0,0,0
"20368","Gm25217",0,0,0,0,0,0,0,0,0,0
"20369","Gm25219",0.9,1.1,1.55,0,3.93,4.85,2.39,5.22,0,0.85
"20370","Gm2522",0,0,0,0,0,0,0,0,0,0
"20371","Gm25220",0.9,0,0,4.91,0,0,3.59,0,0,0
"20372","Gm25221",0,0,0,0,0,0,0,0,0,0
"20373","Gm25222",0,0,0,0,0,0,0,0,0,0
"20374","Gm25223",0,0,0,0,0,0,0,0,0,0
"20375","Gm25224",0,0,0,0,0,0,0,0,0,0
"20376","Gm25225",0,0,0,0,0,0,0,0,0,0
"20377","Gm25226",0,0,0,0,0,0,0,0,0,0
"20378","Gm25227",0,0,0,0,0,0,0,0,0,0
"20379","Gm25228",0,0,0,0,0,0,0,0,0,0
"20380","Gm25229",0,0,0,0,0,0,0,0,0,0
"20381","Gm25230",0,0,0,0,0,0,0,0,0,0
"20382","Gm25232",0,0,0,0,0,0,0,0,0,0
"20383","Gm25235",0,0,0,0,0,0,0,0,0,0
"20384","Gm25238",0.9,2.19,1.55,0,3.93,1.21,0,0,7.25,0
"20385","Gm25239",0,0,0,0,0,0,0,0,0,0
"20386","Gm25240",0,0,0,0,0,0,0,0,0,0
"20387","Gm25241",0,0,0,0,0,0,0,0,0,0
"20388","Gm25243",0,0,0,0,0,0,0,0,0,0
"20389","Gm25244",0,0,0,0,0,0,0,0,0,0
"20390","Gm25245",0,0,0,1.64,0,0,0,0,0.73,0
"20391","Gm25246",0,0,0,0,0,0,0,0,0,0
"20392","Gm25247",0,0,0,0,0,0,0,0,0,0
"20393","Gm25248",0,0,0,0,0,0,0,0,0,0
"20394","Gm25249",0,0,0,0,0,0,0,0,0,0
"20395","Gm25250",0,0,0,0,0,0,0,0,0,0
"20396","Gm25252",0,0,0,0,0,0,0,0,0,0
"20397","Gm25253",0,0,0,0,0,0,0,0,0,0
"20398","Gm25254",0,0,0,0,0,0,0,0,0,0
"20399","Gm25255",0,0,0,0,0,0,0,0,0,0
"20400","Gm25256",1.8,0,1.55,0,0.98,0,0,0.87,1.45,0
"20401","Gm25257",0,0,0,0,0,0,0,0,0,0
"20402","Gm25258",0,0,0,0,0,0,0,0,0,0
"20403","Gm25259",3.6,3.29,0.78,0,0.98,4.85,0,2.61,0,0
"20404","Gm25260",0,0,0,0,0,0,0,0,0,0
"20405","Gm25261",0,0,0,0,0,0,0,0,0,0
"20406","Gm25262",8.1,0,6.21,0,4.91,1.21,3.59,3.48,2.9,2.56
"20407","Gm25263",0,0,0,0,0,0,0,0,0,0
"20408","Gm25264",0,0,0,0,0,0,0,0,0,0
"20409","Gm25265",0,0,0,0,0,0,0,0,0,0
"20410","Gm25266",0,0,2.33,0,0,0,2.39,0,0,0
"20411","Gm25267",0,0,0,0,0,0,0,0,0,0
"20412","Gm25268",0,0,0,0,0,0,0,0,0,0
"20413","Gm25269",0,0,0,0,0,0,0,0,0,0
"20414","Gm25270",0,0,0,0,0,0,0,0,0,0
"20415","Gm25271",0,0,0,0,0,0,0,0,0,0
"20416","Gm25272",0,0,0,0,0,0,0,0,0,0
"20417","Gm25273",0,0,0,0,0,0,0,0,0,0
"20418","Gm25274",0,0,0,0,0,0,0,0,0,0
"20419","Gm25275",0,0,0,0,0,0,0,0,0,0
"20420","Gm25276",0,0,0,0,0,0,0,0,0,0
"20421","Gm25277",0,0,0,0,0,0,0,0,0,0
"20422","Gm25278",0,0,0,0,0,0,0,0,0,0
"20423","Gm25279",0,0,0,1.64,0,0,1.2,0,0,0
"20424","Gm25280",0,0,0,0,0,0,0,0,0,0
"20425","Gm25281",0,0,0,0,0,0,0,0,0,0
"20426","Gm25282",0,0,0,0,0,0,0,0,0,0
"20427","Gm25283",0,0,0,0,0,0,0,0,0,0
"20428","Gm25284",0,0,0,0,0,0,0,0,0,0
"20429","Gm25285",0,0,0,0,0,0,0,0,0,0
"20430","Gm25286",0,0,0,0,0,0,0,0,0,0
"20431","Gm25287",0,0,0,0,0,0,0,0,0,0
"20432","Gm25288",0,0,0,0,0,0,0,0,0,0
"20433","Gm25289",0,0,0,0,0,0,0,0,0,0
"20434","Gm25290",0,0,0,0,0,0,0,0,0,0
"20435","Gm25291",0,1.1,1.55,1.64,3.93,4.85,2.39,1.74,2.18,1.71
"20436","Gm25292",0,0,0,0,0,0,0,0,0,0
"20437","Gm25293",0,0,0,0,0,0,0,0,0,0
"20438","Gm25294",0,0,0,0,0,0,0,0,0,0
"20439","Gm25295",0,0,0,0,0,0,0,0,0,0
"20440","Gm25296",0,0,0,0,0,0,0,0,0,0
"20441","Gm25297",0,0,0,0,0,0,0,0,0,0
"20442","Gm25299",0,0,0,0,0,0,0,0,0,0
"20443","Gm25300",0,0,0,0,0,0,0,0,0,0
"20444","Gm25301",0,0,0,0,0,0,0,0,0,0
"20445","Gm25303",0,0,0,0,0,0,0,0,0,0
"20446","Gm25306",0,0,0,0,0,0,0,0,0,0
"20447","Gm25307",0,0,0,0,0,0,0,0,0,0
"20448","Gm25308",0,0,0,0,0,0,0,0,0,0
"20449","Gm25309",0,0,0,0,0,0,0,0,0,0
"20450","Gm2531",0,0,0,0,0.98,0,2.39,0,0,0
"20451","Gm25311",0,0,0,0,0,0,0,0,0,0
"20452","Gm25312",0,0,0.78,0,0,1.21,0,2.61,0,0
"20453","Gm25313",0,0,0,0,0,0,0,0,0,0
"20454","Gm25314",0,0,0,0,0,0,0,0,0,0
"20455","Gm25315",0,0,0,0,0,0,0,0,0,0
"20456","Gm25316",0,0,0,0,0,0,0,0,0,0
"20457","Gm25317",0,0,0,0,0,0,0,0,0,0
"20458","Gm25318",0,0,0,0,0,0,0,0,0,0
"20459","Gm25319",0,0,0,0,0,0,0,0,0,0
"20460","Gm25320",0,0,0,0,0,0,0,0,0,0
"20461","Gm25321",0,0,0,0,0,0,0,0,0,0
"20462","Gm25322",0,0,0,0,0,0,0,0,0,0
"20463","Gm25323",0,0,0,0,0,0,0,2.61,0,0
"20464","Gm25325",0,0,0,0,0,0,0,0,0,0
"20465","Gm25326",0,0,0,0,0,0,0,0,0,0
"20466","Gm25327",1.8,0,0,0,0,0,0,0,0,2.56
"20467","Gm25328",0,0,1.55,3.27,4.91,2.43,2.39,0,0,4.26
"20468","Gm25329",0,0,0,0,0,0,0,0,0,0
"20469","Gm25332",0,0,0,0,0,0,0,0,0,0
"20470","Gm25333",0,0,0,0,0,0,0,0,0,0
"20471","Gm25334",0,0,0,0,0,0,0,0,0,0
"20472","Gm25335",0,0,0,0,0,0,0,0,0,0
"20473","Gm25336",0,0,0,0,0,0,0,0,0,0
"20474","Gm25337",0,0,0,0,0,0,0,0,0,0
"20475","Gm25338",0,0,0,0,0,0,0,0,0,0
"20476","Gm25339",0,0,0,0,0,0,0,0,0,0
"20477","Gm2534",1.8,0,0,1.64,0,0,1.2,0,0,5.12
"20478","Gm25341",0,0,0,0,0,0,0,0,0,0
"20479","Gm25342",0,0,0,0,0,0,0,0,0,0
"20480","Gm25343",0,0,0,0,0,0,0,1.74,0,0
"20481","Gm25344",0,0,0,0,0,0,0,0,0,0
"20482","Gm25345",0,0,0,0,0,0,0,0,0,0
"20483","Gm25346",0,0,0,0,0,0,0,0,0,0
"20484","Gm25347",0,0,0,0,0,0,0,0,0,0
"20485","Gm25348",0,0,0,0,0,0,0,0,0,0
"20486","Gm25349",0,0,0,0,0,0,0,0,0,0
"20487","Gm25350",0,0,0,0,0,0,0,0,0,0
"20488","Gm25352",0,0,0,0,0,0,0,0,0,0
"20489","Gm25353",0,0,0,0,0,0,0,0,0,0
"20490","Gm25354",0,0,0,0,0,0,0,0,0,0
"20491","Gm25355",0,0,0,0,0,0,2.39,0,0,0
"20492","Gm25357",0,0,0,0,0,0,0,0,0,0
"20493","Gm25358",0,0,0,0,0,0,0,0,0,0
"20494","Gm25359",0,0,0,0,0,0,0,0,0,0
"20495","Gm25360",0,0,0,0,0,0,0,0,1.45,0
"20496","Gm25361",0,0,0,0,0,0,0,0,0,0
"20497","Gm25362",0,0,0,0,0,0,0,0,0,0
"20498","Gm25363",0,0,0,0,0.98,0,2.39,0,0.73,0
"20499","Gm25364",0,0,0,0,0,0,0,0,0,0
"20500","Gm25365",0,0,0,0,0,0,0,0,0,0
"20501","Gm25366",0,0,0,0,0,0,0,0,0,0
"20502","Gm25367",0,0,0,0,0,0,0,0,0,0
"20503","Gm25368",0,0,0,0,0,0,0,0,0,0
"20504","Gm25369",0,0,0,0,1.96,0,0,0,0,0
"20505","Gm25370",0,0,0,0,0,0,1.2,0,0,0
"20506","Gm25371",0,0,0,0,0,0,0,0,0,0
"20507","Gm25372",0,0,0,0,0,0,0,0,0,0
"20508","Gm25373",0,0,0,0,0,0,0,0,0,0
"20509","Gm25374",0,0,0,0,0,0,0,0,0,0
"20510","Gm25375",0,0,0,0,0,0,0,0,0,0
"20511","Gm25376",0,0,0,0,0,0,0,0,0,0
"20512","Gm25377",0,0,0,0,0,0,0,0,0,0
"20513","Gm25378",0,0,0,0,0,0,0,0,0,0
"20514","Gm25379",0,0,0,0,0,0,0,0,0,0
"20515","Gm25380",0,0,0.78,0,0,0,0,0,0,0
"20516","Gm25381",0,0,0,0,0,0,0,0,0,0.85
"20517","Gm25382",0,0,0,0,0,0,0,0,0,0
"20518","Gm25383",0,0,0,0,0,0,0,0,0,0
"20519","Gm25384",0,0,0,0,0,0,0,0,0,0
"20520","Gm25386",0,0,0,0,0,0,0,0,0,0
"20521","Gm25387",0,0,0,0,0,0,0,0,0,0
"20522","Gm25388",0,0,0,0,0,0,0,0,0,0
