"","gene","STR-M-CRE1","STR-M-CRE2","STR-M-CRE3","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4","STR-M-XDP1","STR-M-XDP2","STR-M-XDP3"
"53371","Vav2",340.92,445.68,647.36,666.41,577.04,536.3,521.42,427.63,491.13,466.32
"53372","Vav3",173.23,125.59,105.69,111.71,124.92,170,128.06,118.61,307.6,143.74
"53373","Vax1",41.46,52.24,31.23,46.67,88.65,100.18,43.71,45.7,49.11,64.51
"53374","Vax2",0,0,0,0,0,0,0.77,0,0,0
"53375","Vax2os",0,0,0,0,0.81,0,2.3,0,1.29,0
"53376","Vbp1",1800.44,1591.57,1706.67,1779.65,1885.04,1757.64,1860.26,1678.97,1624.61,1700.02
"53377","Vcam1",2110.95,1924.99,1695.86,2228,2151,2345.54,2688.41,2190.39,2250.16,2662.09
"53378","Vcan",1628.13,1499.32,1727.09,1683.24,1933.4,1330.62,1455.39,1491.81,1429.45,1412.54
"53379","Vcl",1273.39,1076.97,978.84,990.82,1106.53,1257.77,1058.19,945.58,1203.27,950.74
"53380","Vcp",5671.29,6321.81,6387.1,5651.87,4988.64,6421.4,6573.02,6096.74,5998.27,5690.89
"53381","Vcp-rs",73.71,90.03,87.68,72.69,66.09,106.25,108.12,93.58,74.96,88.28
"53382","Vcpip1",3045.26,2609.63,2950.94,2166.79,2219.5,2839.34,2651.6,3360.12,2803.33,2983.53
"53383","Vcpkmt",235.88,285.64,245.01,283.09,250.64,237.79,250.74,292.7,224.89,278.43
"53384","Vdac1",18729.53,19296.63,16916.56,16397.84,14223.66,17419.55,17299.81,18404.48,18368.32,19055.65
"53385","Vdac2",4606.14,4956.97,4611.97,4257.84,3852.29,5173.75,5188.94,4825.82,4955.26,4826.16
"53386","Vdac3",2481.36,2435.14,2446.51,2539.4,2377.46,2763.45,2867.84,2645.22,2495.72,2806.96
"53387","Vdac3-ps1",46.99,43.35,32.43,36.73,23.37,35.42,46.01,63.11,65.92,40.75
"53388","Vdr",7.37,3.33,3.6,2.3,5.64,3.04,7.67,17.41,27.14,3.4
"53389","Vegfa",1275.23,1277.03,911.58,1270.08,1180.67,949.15,864.95,1028.27,1539.31,1198.62
"53390","Vegfb",791.49,893.59,1125.37,1084.16,852.66,925.87,1213.85,933.61,1123.14,1118.26
"53391","Vegfc",70.95,41.12,99.69,76.51,58.83,86.01,52.14,57.67,34.9,44.14
"53392","Vegfd",25.8,50.01,80.47,57.38,4.03,6.07,2.3,9.79,1.29,1.13
"53393","Veph1",20.27,17.78,49.24,32.13,20.95,12.14,10.74,4.35,9.05,31.69
"53394","Vezf1",1237.46,1350.39,1324.74,1319.81,1475.64,1557.29,1471.49,1446.11,1525.09,1551.75
"53395","Vezt",1554.42,1661.59,1470.07,1469.78,1497.4,1554.25,1463.06,1399.32,1494.07,1455.55
"53396","Vgf",7274.54,9479.38,5410.66,5218.82,6563.4,8499.81,8958.54,10937.79,10780.34,11148.62
"53397","Vgll1",0,0,0,0,0,0,0,0,0,0
"53398","Vgll2",2.76,1.11,1.2,1.53,0,0,0,0,2.58,0
"53399","Vgll3",16.59,36.68,73.26,42.85,38.68,50.59,58.28,26.11,60.75,18.11
"53400","Vgll4",753.71,784.67,963.23,887.53,865.56,830.76,785.2,646.34,705.68,883.97
"53401","Vhl",2115.56,1972.79,2380.45,2388.67,1812.51,2139.12,1937.71,1757.32,1855.96,2552.3
"53402","Vhl-ps1",0,0,0,0,0,0,0,0,0,0
"53403","Vil1",12.9,27.79,8.41,32.9,7.25,24.29,19.94,20.67,69.79,11.32
"53404","Vill",41.46,38.9,50.44,47.44,44.33,49.58,24.54,59.85,46.53,26.03
"53405","Vim",1170.19,1079.2,1324.74,1322.11,1261.26,1632.17,1277.49,1040.24,1302.79,1289.16
"53406","Vinac1",2.76,2.22,2.4,9.95,8.87,4.05,3.07,14.15,12.92,6.79
"53407","Vip",430.3,158.93,1151.79,726.85,45.94,54.64,31.44,76.17,38.77,44.14
"53408","Vipas39",1484.39,1531.55,1531.32,1634.27,1390.21,1650.38,1470.73,1434.14,1517.34,1539.3
"53409","Vipr1",300.38,353.43,387.93,358.07,190.2,166.96,142.63,208.92,214.55,218.44
"53410","Vipr2",16.59,24.45,40.84,65.03,45.94,29.34,36.04,32.64,100.81,31.69
"53411","Virma",1477.02,1487.09,1379.99,1244.07,1349.91,1465.21,1447.72,1573.42,1342.86,1578.92
"53412","Vis1",7.37,6.67,3.6,2.3,4.03,0,2.3,1.09,1.29,2.26
"53413","Vit",94.91,116.7,114.1,97.93,264.34,146.72,148.76,177.36,144.75,167.51
"53414","Vkorc1",186.13,227.84,222.19,225.71,257.09,196.31,263.01,190.42,215.84,195.81
"53415","Vkorc1l1",2237.19,2143.95,2231.52,1830.14,1944.68,2094.6,2182.32,2132.72,1927.05,2113.14
"53416","Vldlr",3943.64,3504.33,2397.26,2660.29,3517.84,3767.24,2994.36,3306.8,2826.59,3497.38
"53417","Vma21",2032.63,2009.46,1643.01,1613.62,1774.63,1892.22,2015.15,1996.7,1995.55,1872.06
"53418","Vma21-ps",0,0,0,0,0,0,0,0,0,0
"53419","Vmac",179.68,214.51,186.16,244.07,250.64,181.13,252.28,213.27,178.36,181.09
"53420","Vmn1r-ps1",0,0,0,0,0,0,0,0,0,0
"53421","Vmn1r-ps10",0,0,0,0,0,0,0,0,0,0
"53422","Vmn1r-ps100",0,0,0,0,0,0,0,0,0,0
"53423","Vmn1r-ps101",0,0,0,0,0,0,0,0,0,0
"53424","Vmn1r-ps102",0,0,0,0,0,0,0,0,0,0
"53425","Vmn1r-ps103",0,0,0,0,0,0,0,0,0,0
"53426","Vmn1r-ps104",0,0,0,0,0,0,0,0,0,0
"53427","Vmn1r-ps106",0,0,0,0,0,0,0,0,0,0
"53428","Vmn1r-ps107",0,0,0,0,0,0,0,0,0,0
"53429","Vmn1r-ps108",0,0,0,0,0,0,0,0,0,0
"53430","Vmn1r-ps109",0,0,0,0.77,0,0,0,0,0,0
"53431","Vmn1r-ps11",0,0,0,0,0,0,0,0,0,0
"53432","Vmn1r-ps110",0,0,0,0,0,2.02,0,5.44,0,0
"53433","Vmn1r-ps111",0,0,0,0,0,0,0,0,0,0
"53434","Vmn1r-ps112",0,0,0,0,0,0,0,0,0,0
"53435","Vmn1r-ps113",0,0,0,0,0,0,0,0,1.29,0
"53436","Vmn1r-ps114",0,0,0,0,0,0,0,0,0,0
"53437","Vmn1r-ps116",0,0,0,0,0,0,0,0,0,0
"53438","Vmn1r-ps117",0,0,0,0,0,0,0,0,0,0
"53439","Vmn1r-ps12",0,0,0,0,0,0,0,0,0,0
"53440","Vmn1r-ps120",0,0,0,0,0,0,0,0,0,0
"53441","Vmn1r-ps123",0,0,0,0,0,0,0,0,0,0
"53442","Vmn1r-ps125",0,0,0,0,0,0,0,0,0,0
"53443","Vmn1r-ps126",0,0,0,0,0,0,0,0,0,0
"53444","Vmn1r-ps127",0,0,0,0,0,0,0,0,0,0
"53445","Vmn1r-ps128",0,0,0,0,0,0,0,0,0,0
"53446","Vmn1r-ps13",0,0,0,0,0,0,0,0,0,0
"53447","Vmn1r-ps131",0,0,0,0,0,0,0,0,0,0
"53448","Vmn1r-ps132",0,0,0,0,0,0,0,0,0,0
"53449","Vmn1r-ps133",0,0,0,0,0,0,0,0,0,0
"53450","Vmn1r-ps135",0,0,0,0,0,0,0,0,0,0
"53451","Vmn1r-ps136",0,0,0,0,0,0,0,0,0,0
"53452","Vmn1r-ps137",0,0,0,0,0,0,0,0,0,0
"53453","Vmn1r-ps139",0,0,0,0,0,0,0,0,0,0
"53454","Vmn1r-ps14",0,0,0,0,0,0,0,0,0,0
"53455","Vmn1r-ps140",0,0,0,0,0,0,0,0,0,0
"53456","Vmn1r-ps141",0,0,0,0,0,0,0,0,0,0
"53457","Vmn1r-ps142",0,0,0,0,0,0,0,0,0,0
"53458","Vmn1r-ps143",0,0,0,0,0,0,0,0,0,0
"53459","Vmn1r-ps144",0,0,0,1.53,1.61,3.04,0,0,0,0
"53460","Vmn1r-ps145",0,0,0,0,0,0,0,0,0,0
"53461","Vmn1r-ps146",0,0,0,0,0,0,0,0,0,0
"53462","Vmn1r-ps147",0,0,0,0,0,0,0,0,0,0
"53463","Vmn1r-ps148",0,0,0,0,0,0,0,0,0,0
"53464","Vmn1r-ps149",0,0,0,0,0,0,0,0,0,0
"53465","Vmn1r-ps15",0,0,0,0,0,0,0,0,0,0
"53466","Vmn1r-ps150",0,0,0,0,0,0,0,0,0,0
"53467","Vmn1r-ps151",0,0,0,0,0,0,0,0,0,0
"53468","Vmn1r-ps152",0,0,0,0,0,0,0,0,0,0
"53469","Vmn1r-ps16",0,0,0,0,0,0,0,0,0,0
"53470","Vmn1r-ps17",0,0,0,0,0,0,0,0,0,0
"53471","Vmn1r-ps18",0,0,0,0,0,0,0,0,0,0
"53472","Vmn1r-ps19",0,0,0,0,0,0,0,0,0,0
"53473","Vmn1r-ps2",0,0,0,0,0,0,0,0,0,0
"53474","Vmn1r-ps20",0,0,0,0,0,0,0,0,0,0
"53475","Vmn1r-ps21",0,0,0,0,0,0,0,0,0,0
"53476","Vmn1r-ps22",0,0,0,0,0,0,0,0,0,0
"53477","Vmn1r-ps23",0,0,0,0,0,0,0,0,0,0
"53478","Vmn1r-ps24",0,0,0,0,0,0,0,0,0,0
"53479","Vmn1r-ps25",0,0,0,0,0,0,0,0,0,0
"53480","Vmn1r-ps26",0,0,0,0,0,0,0,0,0,0
"53481","Vmn1r-ps27",0,0,0,0,0,0,0,0,0,0
"53482","Vmn1r-ps28",0,0,0,0,0,0,0,0,0,0
"53483","Vmn1r-ps29",0,0,0,0,0,0,0,0,0,0
"53484","Vmn1r-ps3",0,0,0,0,0,0,0,0,0,0
"53485","Vmn1r-ps31",0,0,0,0,0,0,0,0,0,0
"53486","Vmn1r-ps32",0,0,0,0,0,0,0,0,0,0
"53487","Vmn1r-ps34",0,0,0,0,0,0,0,0,0,0
"53488","Vmn1r-ps40",0,0,0,0,0,0,0,0,0,0
"53489","Vmn1r-ps45",0,0,0,0,0,0,0,0,0,0
"53490","Vmn1r-ps46",0,0,0,0,0,0,0,0,0,0
"53491","Vmn1r-ps47",0,0,0,0,0,0,0,0,0,0
"53492","Vmn1r-ps48",0,0,0,0,0,0,0,0,0,0
"53493","Vmn1r-ps49",0,0,0,0,0,0,0,0,0,0
"53494","Vmn1r-ps5",0,0,0,0,0,0,0,0,0,0
"53495","Vmn1r-ps50",0,0,0,0,0,0,0,0,0,0
"53496","Vmn1r-ps51",0,0,0,0,0,0,0,0,0,0
"53497","Vmn1r-ps52",0,0,0,0,0,0,0,0,0,0
"53498","Vmn1r-ps53",0,0,0,0,0,0,0,0,0,0
"53499","Vmn1r-ps55",0,0,0,0,0,0,0,0,0,0
"53500","Vmn1r-ps56",0,0,0,0,0,0,0,0,0,0
"53501","Vmn1r-ps57",0,0,0,0,0,0,0,0,0,0
"53502","Vmn1r-ps58",0,0,0,0,0,0,0,0,0,0
"53503","Vmn1r-ps59",0,0,0,0,0,0,0,0,0,0
"53504","Vmn1r-ps6",0,0,0,0,0,0,0,0,0,0
"53505","Vmn1r-ps60",0,0,0,0,0,0,0,0,0,0
"53506","Vmn1r-ps61",0,0,0,0,0,0,0,0,0,0
"53507","Vmn1r-ps62",0,0,0,0,0,0,0,0,0,0
"53508","Vmn1r-ps63",0,0,0,0,0,0,0,0,0,0
"53509","Vmn1r-ps64",0,0,0,0,0,0,0,0,0,0
"53510","Vmn1r-ps65",0,0,0,0,0,0,0,0,0,0
"53511","Vmn1r-ps66",0,0,0,0,0,0,0,0,0,0
"53512","Vmn1r-ps67",0,0,0,0,0,0,0,0,0,0
"53513","Vmn1r-ps68",0,0,0,0,0,0,0,0,0,0
"53514","Vmn1r-ps69",0,0,0,0,0,0,0,0,0,0
"53515","Vmn1r-ps70",0,0,0,0,0,0,0,0,0,0
"53516","Vmn1r-ps71",0,0,0,0,0,0,0,0,0,0
"53517","Vmn1r-ps73",0,0,0,0,0,0,0,0,0,0
"53518","Vmn1r-ps74",0,0,0,0,0,0,0,0,0,0
"53519","Vmn1r-ps75",0,0,0,0,0,0,0,0,0,0
"53520","Vmn1r-ps76",0,0,0,0,0,0,0,0,0,0
"53521","Vmn1r-ps77",0,0,0,0,0,0,0,0,0,0
"53522","Vmn1r-ps78",0,0,0,0,0,0,0,0,0,0
"53523","Vmn1r-ps79",0,0,0,0,0,0,0,0,0,0
"53524","Vmn1r-ps8",0,0,0,0,0,0,0,0,0,0
"53525","Vmn1r-ps80",0,0,0,0,0,0,0,0,0,0
"53526","Vmn1r-ps83",0,0,0,0,0,0,0,0,0,0
"53527","Vmn1r-ps84",0,0,0,0,0,0,0,0,0,0
"53528","Vmn1r-ps85",0,0,0,0,0,0,0,0,0,0
"53529","Vmn1r-ps86",0,0,0,0,0,0,0,0,0,0
"53530","Vmn1r-ps9",0,0,0,0,0,0,0,0,0,0
"53531","Vmn1r-ps92",0,0,0,0,0,0,0,0,0,0
"53532","Vmn1r-ps93",0,0,0,0,0,0,0,0,0,0
"53533","Vmn1r-ps94",0,0,0,0,0,0,0,0,0,0
"53534","Vmn1r-ps95",0,0,0,0,0,0,0,0,0,0
"53535","Vmn1r-ps96",0,0,0,0,0,0,0,0,0,0
"53536","Vmn1r-ps97",0,0,0,0,0,0,0,0,0,0
"53537","Vmn1r-ps99",0,0,0,0,0,0,0,0,0,0
"53538","Vmn1r1",0,0,0,0,0,0,0,0,0,0
"53539","Vmn1r10",0,0,0,0,0,0,0,0,0,0
"53540","Vmn1r100",0,0,0,0,0,0,0,0,0,0
"53541","Vmn1r101",0,0,0,0,0,0,0,0,0,0
"53542","Vmn1r103",0,0,0,0,0,0,0,0,0,0
"53543","Vmn1r104",0,0,0,0,0,0,0,0,0,0
"53544","Vmn1r107",0,0,0,0,0,0,0,0,0,0
"53545","Vmn1r11",0,0,0,0,0,0,0,0,0,0
"53546","Vmn1r111",0,0,0,0,0,0,0,0,0,0
"53547","Vmn1r112",0,0,0,0,0,0,0,0,0,0
"53548","Vmn1r113",0,0,0,0,0,0,0,0,0,0
"53549","Vmn1r114",0,0,0,0,0,0,0,0,0,0
"53550","Vmn1r115",0,0,0,0,0,0,0,0,0,0
"53551","Vmn1r116",0,0,0,0,0,0,0,0,0,0
"53552","Vmn1r117",0,0,0,0,0,0,0,0,0,0
"53553","Vmn1r118",0,0,0,0,0,0,0,0,0,0
"53554","Vmn1r119",0,0,0,0,0,0,0,0,0,0
"53555","Vmn1r12",0,0,0,0,0,0,0,0,0,0
"53556","Vmn1r120",0,0,0,0,0,0,0,0,0,0
"53557","Vmn1r121",0,0,0,0,0,0,0,0,0,0
"53558","Vmn1r122",0,0,0,0,0,0,0,0,0,0
"53559","Vmn1r123",0,0,0,0,0,0,0,0,0,0
"53560","Vmn1r124",0,0,0,0,0,0,0,0,0,0
"53561","Vmn1r125",0,0,0,0,0,0,0,0,0,0
"53562","Vmn1r126",0,0,0,0,0,0,0,0,0,0
"53563","Vmn1r127",0,0,0,0,0,0,0,0,0,0
"53564","Vmn1r128",0,0,0,0,0,0,0,0,0,0
"53565","Vmn1r129",0,0,0,0,0,0,0,0,0,0
"53566","Vmn1r13",0,0,0,0,0,0,0,0,0,0
"53567","Vmn1r130",0,0,0,0,0,0,0,0,0,0
"53568","Vmn1r131",0,0,0,0,0,0,0,0,0,0
"53569","Vmn1r132",0,0,0,0,0,0,0,0,0,0
"53570","Vmn1r135",0,0,0,0,0,0,0,0,0,0
"53571","Vmn1r137",0,0,0,0,0,0,0,0,0,0
"53572","Vmn1r138",0,0,0,0,0,0,0,0,0,0
"53573","Vmn1r139",0,0,0,0,0,0,0,0,0,0
"53574","Vmn1r14",0,0,0,0,0,0,0,0,0,0
"53575","Vmn1r142",0,0,0,0,0,0,0,0,0,0
"53576","Vmn1r143",0,0,0,0,0,0,0,0,0,0
"53577","Vmn1r148",0,0,0,0,0,0,0,0,0,0
"53578","Vmn1r149",0,0,0,0,0,0,0,0,0,0
"53579","Vmn1r15",0,0,0,0,0,0,0,0,0,1.13
"53580","Vmn1r151",0,0,0,0,0,0,0,0,0,0
"53581","Vmn1r152",0,0,0,0,0,0,0,0,0,0
"53582","Vmn1r155",0,0,0,0,0,0,0,0,0,0
"53583","Vmn1r157",0,0,0,0,0,0,0,0,0,0
"53584","Vmn1r158",0,0,0,0,0,0,0,0,0,0
"53585","Vmn1r159",0,0,0,0,0,0,0,0,0,0
"53586","Vmn1r16",0,0,0,0,0,0,0,0,0,0
"53587","Vmn1r160",0,0,0,0,0,0,0,0,0,0
"53588","Vmn1r163",0,0,0,0,0,0,0,0,0,0
"53589","Vmn1r165",0,0,0,0,0,0,0,0,0,0
"53590","Vmn1r166",0,0,0,0,0,0,0,0,0,0
"53591","Vmn1r167",0,0,0,0,0,0,0,0,0,0
"53592","Vmn1r168",0,0,0,0,0,0,0,0,0,0
"53593","Vmn1r169",0,0,0,0,0,0,0,0,0,0
"53594","Vmn1r17",0,0,0,0,0,0,0,0,0,0
"53595","Vmn1r170",0,0,0,0,0,0,0,0,0,0
"53596","Vmn1r171",0,0,0,0,0,0,0,0,0,0
"53597","Vmn1r172",0,0,0,0,0,0,0,0,0,0
"53598","Vmn1r173",0,0,0,0,0,0,0,0,0,0
"53599","Vmn1r174",0,0,0,0,0,0,0,0,0,0
"53600","Vmn1r175",0,0,0,0,0,0,0,0,0,0
"53601","Vmn1r176",0,0,0,0,0,0,0,0,0,0
"53602","Vmn1r177",0,0,0,0,0,0,0,0,0,0
"53603","Vmn1r178",0,0,0,0,0,0,0,0,0,0
"53604","Vmn1r179",0,0,0,0,0,0,0,0,0,0
"53605","Vmn1r18",0,0,0,0,0,0,0,0,0,0
"53606","Vmn1r180",0,0,0,0,0,0,0,0,0,0
"53607","Vmn1r181",0,0,0,0,0,0,0,0,2.58,0
"53608","Vmn1r183",0,0,0,0.77,0,0,0,0,1.29,0
"53609","Vmn1r184",0,0,0,0,0,0,0,0,0,0
"53610","Vmn1r185",0,0,0,0,0,0,0,0,0,0
"53611","Vmn1r188",0,0,0,0,0,0,0,0,0,0
"53612","Vmn1r189",0,0,0,0,0,0,0,0,0,0
"53613","Vmn1r19",0,0,0,0,0,0,0,0,0,0
"53614","Vmn1r190-ps",0,0,0,0,0,0,0,0,0,0
"53615","Vmn1r191",0,0,0,0,0,0,0,0,0,0
"53616","Vmn1r192",0,0,0,0,0,0,0,0,0,0
"53617","Vmn1r193",0,0,0,0,0,0,0,0,0,0
"53618","Vmn1r194",0,0,0,0,0,0,0,0,0,0
"53619","Vmn1r195",0,0,0,0,0,0,0,0,0,0
"53620","Vmn1r196",0,0,0,0,0,0,0,0,0,0
"53621","Vmn1r197",0,0,0,0,0,0,0,0,0,0
"53622","Vmn1r198",0,0,0,0,0,0,0,0,0,0
"53623","Vmn1r199",0,0,0,0,0,0,0,0,0,0
"53624","Vmn1r2",0,0,0,0,0,0,0,0,0,0
"53625","Vmn1r20",0,0,0,0,0,0,0,0,0,0
"53626","Vmn1r200",6.45,0,0,2.3,0,0,0,0,1.29,1.13
"53627","Vmn1r201",0,0,0,0,0,0,0,0,0,0
"53628","Vmn1r202",0,0,0,0,0,0,0,0,0,0
"53629","Vmn1r203",0,0,0,0,0,0,0,0,0,0
"53630","Vmn1r204",0,0,0,0,0,0,0,0,0,0
"53631","Vmn1r205",0,0,0,0,0,0,0,0,0,0
"53632","Vmn1r206",0.92,3.33,1.2,0.77,0,2.02,0.77,1.09,0,1.13
"53633","Vmn1r207",0,0,0,0,0,0,0,0,0,0
"53634","Vmn1r208",0,0,0,0,0,0,0,0,0,0
"53635","Vmn1r209",0,0,0,0,0,0,0,0,0,0
"53636","Vmn1r21",0,0,0,0,0,0,0,0,0,0
"53637","Vmn1r210",0,0,0,0,0,0,0,0,0,0
"53638","Vmn1r211",0,0,0,0,0,0,0,0,0,0
"53639","Vmn1r212",0,0,0,0,0,0,0,0,0,0
"53640","Vmn1r213",0,0,0,0,0,0,0,0,0,0
"53641","Vmn1r214",0,0,0,0,0,0,0,0,0,0
"53642","Vmn1r215",0,0,0,0,0,0,0,0,0,0
"53643","Vmn1r216",0,0,0,0,0,0,0,0,0,0
"53644","Vmn1r217",0,0,0,0,0,0,0,0,0,0
"53645","Vmn1r218",0,0,0,0,0,0,0,0,0,0
"53646","Vmn1r219",0,0,0,0,0,0,0,0,0,0
"53647","Vmn1r22",0,0,0,0,0,0,0,0,0,0
"53648","Vmn1r220",0,0,0,0,0,0,0,0,0,0
"53649","Vmn1r221",0,0,0,0,0,0,0,0,0,0
"53650","Vmn1r222",0,0,0,0,0,0,0,0,0,0
"53651","Vmn1r223",0,0,0,0,0,0,0,0,0,0
"53652","Vmn1r224",0,0,0,0,0,0,0,0,0,0
"53653","Vmn1r225",0,0,0,0,0,0,0,0,0,0
"53654","Vmn1r226",0,0,0,0,0,0,0,0,0,0
"53655","Vmn1r227",0,0,0,0,0,0,0,0,0,0
"53656","Vmn1r228",0,0,1.2,0,0,0,0,1.09,0,0
"53657","Vmn1r229",0,0,0,0,0,0,0,0,0,0
"53658","Vmn1r23",0,0,0,0,0,0,0,0,0,0
"53659","Vmn1r230",0,0,0,0,0,0,0,0,0,0
"53660","Vmn1r231",0,0,0,0,0,0,0,0,0,0
"53661","Vmn1r232",0,0,0,0,0,0,0,0,0,0
"53662","Vmn1r233",0,0,0,0,0,0,0,0,0,0
"53663","Vmn1r234",0,0,0,0,0,0,0,0,0,0
"53664","Vmn1r235",0,0,0,0,0,0,0,0,0,0
"53665","Vmn1r236",0,0,0,0,0,0,0,0,0,0
"53666","Vmn1r237",0,0,0,0,0,0,0,0,0,0
"53667","Vmn1r238",0,0,0,0,0,0,0,0,0,0
"53668","Vmn1r239-ps",0,0,0,0,0,0,0,0,0,0
"53669","Vmn1r24",0,0,0,0,0,0,0,0,0,0
"53670","Vmn1r240",0,0,0,0,0,0,0,0,0,0
"53671","Vmn1r241",0,0,0,0,0,0,0,0,0,0
"53672","Vmn1r242",0,0,0,0,0,0,0,0,0,0
"53673","Vmn1r243",0,0,0,0,0,0,0,0,0,0
"53674","Vmn1r244",0,0,0,0,0,0,0,0,0,0
"53675","Vmn1r245",0,0,0,0,0,0,0,0,0,0
"53676","Vmn1r246",0,0,0,0,0,0,0,0,0,0
"53677","Vmn1r247",0,0,0,0,0,0,0,0,0,0
"53678","Vmn1r248",0,0,0,0,0,0,0,0,0,0
"53679","Vmn1r249",0,0,0,0,0,0,0,0,0,0
"53680","Vmn1r25",0,0,0,0,0,0,0,0,0,0
"53681","Vmn1r250",0,0,0,0,0,0,0,0,0,0
"53682","Vmn1r251",0,0,0,0,0,0,0,0,0,0
"53683","Vmn1r252",0,0,0,0,0,0,0,0,0,0
"53684","Vmn1r253",0,0,0,0,0,0,0,0,0,0
"53685","Vmn1r254",0,0,0,0,0,0,0,0,0,0
"53686","Vmn1r255",0,0,0,0,0,0,0,0,0,0
"53687","Vmn1r256",0,0,0,0,0,0,0,0,0,0
"53688","Vmn1r257",0,0,0,0,0,0,0,0,0,0
"53689","Vmn1r258",0,0,0,0,0,0,0,0,0,0
"53690","Vmn1r259",0,0,0,0,0,0,0,0,0,0
"53691","Vmn1r26",0,0,0,0,0,0,0,0,0,0
"53692","Vmn1r260",0,0,0,0,0,0,0,0,0,0
"53693","Vmn1r261",0,0,0,0,0,0,0,0,0,0
"53694","Vmn1r27",0,0,0,0,0,0,0,0,0,0
"53695","Vmn1r28",0,0,0,0,0,0,0,0,0,0
"53696","Vmn1r29",0,0,0,0,0,0,0,0,0,0
"53697","Vmn1r3",0,0,0,0,0,0,0,0,0,0
"53698","Vmn1r30",0,0,0,0,0,0,0,0,0,0
"53699","Vmn1r31",0,0,0,0,0,0,0,0,0,0
"53700","Vmn1r32",0,0,0,0,0,0,0,0,0,0
"53701","Vmn1r33",0,0,0,0,0,0,0,0,0,0
"53702","Vmn1r34",0,0,0,0,0,0,0,0,0,0
"53703","Vmn1r35",0,0,0,0,0,0,0,0,0,0
"53704","Vmn1r36",0,0,0,0,0,0,0,0,0,0
"53705","Vmn1r37",0,0,0,0,0,0,0,0,0,0
"53706","Vmn1r38",0,0,0,0,0,0,0,0,0,0
"53707","Vmn1r39",0,0,0,0,0,0,0,0,0,0
"53708","Vmn1r4",0.92,1.11,1.2,2.3,6.45,3.04,2.3,6.53,3.88,5.66
"53709","Vmn1r40",0,0,0,0,0,0,0,0,0,0
"53710","Vmn1r41",0,0,0,0,0,0,0,0,0,0
"53711","Vmn1r42",0,0,0,0,0,0,0,0,0,0
"53712","Vmn1r43",0,0,0,0,0,0,0,0,0,0
"53713","Vmn1r44",0,0,0,0,0,0,0,0,0,0
"53714","Vmn1r45",0,0,0,0,0,0,0,0,0,0
"53715","Vmn1r46",0,0,0,0.77,0,0,0,0,0,0
"53716","Vmn1r47",0,0,0,0,0,0,0,0,0,0
"53717","Vmn1r48",0,0,0,0,0,0,0,0,0,0
"53718","Vmn1r49",0,0,0,0,0,0,0,0,0,0
"53719","Vmn1r5",0,0,0,0,0,0,1.53,0,0,0
"53720","Vmn1r50",0,0,0,0,0,0,0,0,0,0
"53721","Vmn1r51",0,0,0,0,0,0,0,0,0,0
"53722","Vmn1r52",0,0,0,0,0,0,0,0,0,0
"53723","Vmn1r53",0,0,0,0,0,0,0,0,0,0
"53724","Vmn1r54",0,0,0,0,0,0,0,0,0,0
"53725","Vmn1r55",0,0,0,0,0,0,0,0,0,0
"53726","Vmn1r56",0,0,0,0,0,0,0,0,0,0
"53727","Vmn1r57",0,0,0,0,0,0,0,0,0,0
"53728","Vmn1r58",0,0,0,0,0,0,0,0,0,0
"53729","Vmn1r59",0,0,0,0,0,0,0,0,0,0
"53730","Vmn1r6",0,0,0,0,0,0,0,0,0,0
"53731","Vmn1r60",0,0,0,0,0,0,0,0,0,0
"53732","Vmn1r61",0,0,0,0,0,0,0,0,0,0
"53733","Vmn1r62",0,0,0,0,0,0,0,0,0,0
"53734","Vmn1r63",0,0,0,0,0,0,0,0,0,0
"53735","Vmn1r64",0,0,0,0,0,0,0,0,0,0
"53736","Vmn1r65",0,0,0,0,0,0,0,0,0,0
"53737","Vmn1r66",0,0,0,0,0,0,0,0,0,0
"53738","Vmn1r67",0,0,0,0,0,0,0,0,0,0
"53739","Vmn1r68",0,0,0,0,0,0,0,0,0,0
"53740","Vmn1r69",0,0,0,0,0,0,0,0,0,0
"53741","Vmn1r7",0,0,0,0,0,0,0,0,0,0
"53742","Vmn1r70",0,0,0,0,0,0,0,0,0,0
"53743","Vmn1r71",0,0,0,0,0,0,0,0,0,0
"53744","Vmn1r72",0,0,0,0,0,0,0,0,0,0
"53745","Vmn1r73",0,0,0,0,0,0,0,0,0,0
"53746","Vmn1r74",0,0,0,0,0,0,0,0,0,0
"53747","Vmn1r75",0,0,0,0,0,0,0,0,0,0
"53748","Vmn1r76",0,0,0,0,0,0,0,0,0,0
"53749","Vmn1r77",0,0,0,0,0,0,0,0,0,0
"53750","Vmn1r78",0,0,0,0,0,0,0,0,0,0
"53751","Vmn1r79",0,0,0,0,0,0,0,0,0,0
"53752","Vmn1r8",0,0,0,0,0,0,0,0,0,0
"53753","Vmn1r80",0,0,0,0,0,0,0,0,0,0
"53754","Vmn1r81",0,0,0,0,0,0,0,0,0,0
"53755","Vmn1r82",0,0,0,0,0,0,0,0,0,0
"53756","Vmn1r83",0,0,0,0,0,0,0,0,0,0
"53757","Vmn1r84",0,0,0,0,0,0,0,0,0,0
"53758","Vmn1r85",0,0,0,0,3.22,2.02,0.77,2.18,3.88,0
"53759","Vmn1r86",0,0,0,0,0,0,0,1.09,0,0
"53760","Vmn1r87",0,0,0,0,0,0,0,0,0,0
