"","gene","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4","STR-M-XDP1","STR-M-XDP2","STR-M-XDP3","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"16378","Gm19790",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16379","Gm19791",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16380","Gm19792",1.59,4.16,5.23,4.75,1.12,9.34,3.51,4.2,0,0.23,0.81637,NA
"16381","Gm19798",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16382","Gm1980",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16383","Gm19801",0.79,0,0,0,0,0,1.17,0.3,0,0.73,0.84886,NA
"16384","Gm19807",0,1.66,2.09,0.79,0,4,1.17,1.4,0.01,0.6,0.72841,NA
"16385","Gm19810",10.33,7.48,9.41,7.13,13.47,10.67,16.38,10.7,0.03,0.66,0.23003,NA
"16386","Gm19811",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16387","Gm19815",0,0,1.05,0.79,0,1.33,2.34,0.8,0.01,1.49,0.50582,NA
"16388","Gm19817",2.38,0,0,3.17,2.25,2.67,2.34,1.8,0.01,0.76,0.61189,NA
"16389","Gm1982",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16390","Gm19829",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16391","Gm19840",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16392","Gm19843",0,0,0,1.58,0,0,0,0.2,0,-0.92,0.80855,NA
"16393","Gm19853",0.79,0,0,0,0,0,1.17,0.3,0,0.73,0.84886,NA
"16394","Gm19855",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16395","Gm19863",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16396","Gm19866",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16397","Gm19867",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16398","Gm19872",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16399","Gm1988",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16400","Gm19880",0,0,0,0,2.25,0,0,0.3,0,2.26,0.55064,NA
"16401","Gm19883",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16402","Gm19885",0,0,0,0,1.12,0,0,0.2,0,1.45,0.70428,NA
"16403","Gm1989",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16404","Gm19891",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16405","Gm19898",0,0,1.05,0,0,0,0,0.1,0,-0.23,0.95104,NA
"16406","Gm19900",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16407","Gm19901",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16408","Gm19908",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16409","Gm19918",0.79,1.66,3.14,0,2.25,5.33,0,1.9,0.01,0.87,0.57927,NA
"16410","Gm1992",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"16411","Gm19921",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16412","Gm19927",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16413","Gm1993",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16414","Gm19931",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16415","Gm19932",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16416","Gm19935",91.38,302.61,106.66,158.44,196.45,261.38,146.24,180.5,0.02,0.29,0.45095,0.84042
"16417","Gm19936",0.79,1.66,0,0,0,0,0,0.4,0,-1.48,0.69518,NA
"16418","Gm19938",14.3,5.82,2.09,4.75,3.37,6.67,5.85,6.1,-0.01,-0.37,0.66539,NA
"16419","Gm19945",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"16420","Gm1995",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16421","Gm19950",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"16422","Gm19951",5.56,0,0,0,0,0,0,0.8,-0.01,-2.66,0.4641,NA
"16423","Gm19956",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16424","Gm19963",0.79,0,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"16425","Gm19965",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16426","Gm19967",0,0,0,0,2.25,0,0,0.3,0,2.26,0.55064,NA
"16427","Gm19969",0,0,3.14,0,0,0,0,0.4,0,-1.79,0.63332,NA
"16428","Gm19972",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16429","Gm19987",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16430","Gm19989",0,0.83,0,0,4.49,0,0,0.8,0.01,2.53,0.39334,NA
"16431","Gm19990",2.38,3.33,1.05,1.58,5.61,1.33,0,2.2,0,0.16,0.9067,NA
"16432","Gm19994",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16433","Gm2000",73.9,115.56,108.75,117.24,115.62,80.02,150.92,108.9,0.02,0.16,0.56406,0.88868
"16434","Gm20005",0,0,0,0.79,1.12,0,0,0.3,0,0.73,0.84886,NA
"16435","Gm20008",201.83,237.76,176.71,228.94,245.84,233.38,228.14,221.8,0.03,0.16,0.34131,0.78531
"16436","Gm2001",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16437","Gm20026",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16438","Gm2003",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16439","Gm20033",36.55,31.59,7.32,22.97,23.57,40.01,39.78,28.8,0.03,0.47,0.35122,0.79006
"16440","Gm20036",27.81,24.94,27.19,19.8,17.96,14.67,28.08,22.9,-0.02,-0.29,0.47893,0.85143
"16441","Gm20039",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"16442","Gm2004",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16443","Gm20040",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16444","Gm20043",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16445","Gm20045",25.43,72.33,15.68,18.22,46.03,41.34,25.74,35,0.01,0.19,0.72706,0.94026
"16446","Gm20049",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16447","Gm2005",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16448","Gm20052",0.79,0,0,0.79,0,1.33,0,0.4,0,0.03,0.99117,NA
"16449","Gm20056",1.59,1.66,3.14,1.58,3.37,1.33,5.85,2.6,0.02,0.86,0.43921,NA
"16450","Gm20058",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16451","Gm20063",42.91,82.3,59.6,88.73,115.62,97.35,98.27,83.5,0.1,0.6,0.0374,0.35634
"16452","Gm20069",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16453","Gm2007",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16454","Gm20070",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16455","Gm20072",0.79,0.83,0,0,1.12,1.33,2.34,0.9,0.01,1.9,0.32511,NA
"16456","Gm20074",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16457","Gm20075",19.86,12.47,12.55,7.13,11.23,9.34,18.72,13,0,0.01,0.98043,0.99655
"16458","Gm20082",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16459","Gm20083",30.99,29.93,27.19,15.84,17.96,17.34,32.76,24.6,-0.01,-0.19,0.66366,0.91942
"16460","Gm20089",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16461","Gm20091",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16462","Gm20096",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16463","Gm20098",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16464","Gm20100",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16465","Gm20102",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16466","Gm20108",0,1.66,0,0,0,1.33,2.34,0.8,0.01,1.49,0.55953,NA
"16467","Gm20109",2.38,3.33,7.32,1.58,3.37,4,2.34,3.5,0,-0.15,0.8832,NA
"16468","Gm2011",98.53,103.92,83.65,122,70.72,90.68,100.61,95.7,-0.03,-0.23,0.32694,0.77815
"16469","Gm20110",2.38,5.82,2.09,0.79,0,0,0,1.6,-0.03,-3.65,0.04999,NA
"16470","Gm20111",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16471","Gm20118",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16472","Gm2012",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16473","Gm20121",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16474","Gm20125",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16475","Gm20127",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16476","Gm20128",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16477","Gm20136",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16478","Gm20139",0.79,1.66,0,0,1.12,0,0,0.5,0,-0.52,0.85553,NA
"16479","Gm20144",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16480","Gm20147",0,0.83,0,0,1.12,0,0,0.3,0,0.73,0.84886,NA
"16481","Gm20149",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16482","Gm20150",0,0,0,0,1.12,0,1.17,0.3,0,2.28,0.54579,NA
"16483","Gm20156",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"16484","Gm2016",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16485","Gm20161",0.79,0,0,2.38,1.12,0,0,0.6,0,-0.9,0.74417,NA
"16486","Gm20162",3.97,2.49,0,0,2.25,2.67,1.17,1.8,0,0.3,0.85053,NA
"16487","Gm20163",39.73,50.71,40.78,53.87,59.5,42.67,46.8,47.7,0.01,0.1,0.72256,0.93954
"16488","Gm20164",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"16489","Gm20167",0,0,0,0,0,0,1.17,0.2,0,1.45,0.70428,NA
"16490","Gm20172",3.97,1.66,0,0.79,0,0,0,0.9,-0.01,-2.87,0.23212,NA
"16491","Gm20177",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16492","Gm2018",0,0,0,0.79,2.25,0,0,0.4,0,1.54,0.66294,NA
"16493","Gm20186",46.88,69.83,36.6,53.08,47.15,42.67,54.99,50.2,-0.01,-0.1,0.75036,0.94627
"16494","Gm2020",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16495","Gm20203",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16496","Gm20208",29.4,28.27,21.96,31.69,28.06,33.34,30.42,29,0.01,0.13,0.71164,0.93653
"16497","Gm2021",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16498","Gm20219",9.54,5.82,1.05,0.79,7.86,17.34,0,6.1,0.02,0.95,0.43007,NA
"16499","Gm2022",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16500","Gm20223",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16501","Gm20234",2.38,1.66,4.18,0,1.12,0,1.17,1.5,-0.01,-1.37,0.4366,NA
"16502","Gm20236",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16503","Gm20239",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16504","Gm20241",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16505","Gm20242",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16506","Gm20257",19.07,16.63,5.23,9.51,20.21,6.67,7.02,12,-0.01,-0.16,0.81549,0.96306
"16507","Gm2026",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16508","Gm20268",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16509","Gm2027",4.77,2.49,7.32,9.51,5.61,2.67,0,4.6,-0.02,-1.11,0.28548,NA
"16510","Gm20274",3.18,1.66,1.05,3.96,4.49,8,2.34,3.5,0.02,0.97,0.33351,NA
"16511","Gm20275",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16512","Gm20276",0,2.49,0,0,0,0,1.17,0.5,0,-0.54,0.87436,NA
"16513","Gm20281",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16514","Gm20287",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16515","Gm20288",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16516","Gm20294",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16517","Gm2030",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16518","Gm20300",1512.12,1518.86,1268.36,1479.81,1530.06,1488.28,1297.45,1442.1,0,-0.01,0.95272,0.99142
"16519","Gm20302",0,0,0,3.17,2.25,0,2.34,1.1,0,0.93,0.68606,NA
"16520","Gm20304",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16521","Gm20305",0,0,0,0,0,1.33,0,0.2,0,1.45,0.70428,NA
"16522","Gm20319",0,0,1.05,0.79,0,0,0,0.3,0,-0.97,0.799,NA
"16523","Gm20324",0.79,5.82,2.09,2.38,3.37,13.34,4.68,4.6,0.03,1.35,0.17103,NA
"16524","Gm2033",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16525","Gm20336",5.56,7.48,16.73,11.88,5.61,4,2.34,7.7,-0.06,-1.37,0.07893,NA
"16526","Gm20337",12.71,19.12,13.59,22.18,21.33,18.67,29.25,19.6,0.03,0.45,0.31084,0.76732
"16527","Gm20342",37.35,52.37,21.96,21.39,41.53,28.01,32.76,33.6,0,0.03,0.93437,0.98879
"16528","Gm20345",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16529","Gm2035",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16530","Gm20356",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16531","Gm20362",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16532","Gm20368",0,0.83,0,0,5.61,1.33,0,1.1,0.02,3.16,0.16624,NA
"16533","Gm20369",2.38,1.66,4.18,3.96,5.61,4,10.53,4.6,0.03,1.16,0.18274,NA
"16534","Gm20371",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16535","Gm20379",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"16536","Gm20383",32.58,36.58,41.83,10.3,19.08,24,29.25,27.7,-0.02,-0.32,0.51303,0.86591
"16537","Gm20386",0,1.66,0,0.79,1.12,0,0,0.5,0,-0.52,0.85585,NA
"16538","Gm20387",51.65,69,52.28,54.66,68.48,54.68,81.9,61.8,0.03,0.27,0.3146,0.76948
"16539","Gm20389",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16540","Gm20390",0,0.83,0,0.79,0,0,0,0.2,0,-0.95,0.80359,NA
"16541","Gm20391",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16542","Gm20392",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16543","Gm20394",0,4.99,1.05,1.58,11.23,2.67,3.51,3.6,0.03,1.61,0.18058,NA
"16544","Gm20395",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16545","Gm20396",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16546","Gm20397",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16547","Gm20399",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16548","Gm2040",0,0,0,0,0,0,1.17,0.2,0,1.45,0.70428,NA
"16549","Gm20400",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16550","Gm20401",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16551","Gm20402",0.79,0.83,0,0,3.37,2.67,1.17,1.3,0.02,2.49,0.15798,NA
"16552","Gm20403",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16553","Gm20404",7.15,4.99,1.05,3.96,7.86,5.33,0,4.3,0,0.02,0.98425,NA
"16554","Gm20405",0,0,0,0.79,1.12,0,0,0.3,0,0.73,0.84886,NA
"16555","Gm20406",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16556","Gm20407",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16557","Gm20409",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16558","Gm20412",0,0.83,1.05,0,1.12,0,1.17,0.6,0,0.82,0.73805,NA
"16559","Gm20414",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16560","Gm20415",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16561","Gm20416",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16562","Gm2042",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16563","Gm20420",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16564","Gm20421",6.36,6.65,11.5,3.96,13.47,4,8.19,7.7,0.01,0.3,0.67955,NA
"16565","Gm20422",0,0.83,0,0,1.12,0,0,0.3,0,0.73,0.84886,NA
"16566","Gm20426",6.36,0,0,0.79,1.12,0,1.17,1.3,-0.01,-1.22,0.56732,NA
"16567","Gm20427",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16568","Gm20428",3.97,0,0,0,0,1.33,0,0.8,0,-1.22,0.69523,NA
"16569","Gm20429",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"16570","Gm20430",0,1.66,0,0,1.12,2.67,0,0.8,0.01,1.53,0.54852,NA
"16571","Gm20431",0,0,0,0.79,2.25,0,1.17,0.6,0.01,2.14,0.42211,NA
"16572","Gm20432",0,0,0,0,0,4,0,0.6,0.01,3.06,0.40991,NA
"16573","Gm20438",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16574","Gm2044",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16575","Gm20441",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16576","Gm20442",0,0,1.05,0,0,0,0,0.1,0,-0.23,0.95104,NA
"16577","Gm20443",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16578","Gm20444",0,0.83,0,0,1.12,0,0,0.3,0,0.73,0.84886,NA
"16579","Gm20445",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16580","Gm20447",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16581","Gm20449",2.38,4.16,2.09,3.17,3.37,1.33,4.68,3,0,0.09,0.92875,NA
"16582","Gm20450",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16583","Gm20451",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16584","Gm20452",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16585","Gm20453",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16586","Gm20454",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16587","Gm20455",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16588","Gm20456",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16589","Gm20457",67.54,65.68,59.6,54.66,48.27,54.68,49.14,57.1,-0.04,-0.29,0.25364,0.72793
"16590","Gm20458",0.79,0,2.09,0,1.12,5.33,1.17,1.5,0.02,1.88,0.27512,NA
"16591","Gm20460",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16592","Gm20461",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16593","Gm20462",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16594","Gm20463",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"16595","Gm20465",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16596","Gm20467",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16597","Gm20468",0,0,0,0.79,1.12,0,0,0.3,0,0.73,0.84886,NA
"16598","Gm20470",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16599","Gm20471",0,1.66,1.05,0,0,0,0,0.4,0,-1.6,0.66309,NA
"16600","Gm20472",0,0,0,0,0,1.33,0,0.2,0,1.45,0.70428,NA
"16601","Gm20473",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16602","Gm20474",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16603","Gm20475",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16604","Gm20476",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16605","Gm20477",0,0,0,0,0,0,1.17,0.2,0,1.45,0.70428,NA
"16606","Gm20478",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16607","Gm20479",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16608","Gm2048",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16609","Gm20480",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16610","Gm20481",0,0,1.05,0,0,0,0,0.1,0,-0.23,0.95104,NA
"16611","Gm20482",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16612","Gm20483",0,0,1.05,0,0,1.33,0,0.3,0,0.73,0.84886,NA
"16613","Gm20484",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16614","Gm20485",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16615","Gm20486",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16616","Gm20488",0,0.83,0,0,0,0,1.17,0.3,0,0.73,0.84886,NA
"16617","Gm20489",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16618","Gm20490",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16619","Gm20491",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16620","Gm20492",8.74,21.61,7.32,19.8,11.23,8,15.21,13.1,-0.01,-0.33,0.59021,0.89896
"16621","Gm20493",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16622","Gm20495",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16623","Gm20496",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16624","Gm20498",50.85,59.03,55.42,71.3,47.15,50.68,56.16,55.8,-0.02,-0.21,0.43873,0.83584
"16625","Gm20500",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16626","Gm20501",85.82,89.78,67.97,84.76,78.58,114.69,85.4,86.7,0.02,0.17,0.47024,0.84869
"16627","Gm20503",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16628","Gm20507",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16629","Gm20508",0,1.66,2.09,0.79,0,0,4.68,1.3,0,0.49,0.8027,NA
"16630","Gm20509",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"16631","Gm20511",5.56,6.65,3.14,4.75,3.37,6.67,16.38,6.6,0.02,0.8,0.30948,NA
"16632","Gm20512",0,4.16,2.09,6.34,0,4,3.51,2.9,0,-0.35,0.8021,NA
"16633","Gm20513",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16634","Gm20515",21.45,30.76,9.41,21.39,25.82,25.34,10.53,20.7,0,-0.03,0.96177,0.992
"16635","Gm20517",15.89,16.63,16.73,16.64,14.59,20,23.4,17.7,0.01,0.23,0.59662,0.90111
"16636","Gm20518",17.48,8.31,13.59,12.68,8.98,8,5.85,10.7,-0.04,-0.77,0.19493,NA
"16637","Gm20519",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16638","Gm20521",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16639","Gm20522",15.89,14.96,10.46,14.26,6.74,9.34,9.36,11.6,-0.04,-0.73,0.18926,0.66596
"16640","Gm20523",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16641","Gm20525",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16642","Gm20526",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16643","Gm20528",0,3.33,0,0,2.25,0,0,0.8,0,-0.14,0.96354,NA
"16644","Gm20529",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16645","Gm2053",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16646","Gm20530",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16647","Gm20531",1.59,1.66,7.32,1.58,1.12,0,3.51,2.4,-0.01,-0.92,0.50285,NA
"16648","Gm20532",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16649","Gm20534",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16650","Gm20535",6.36,3.33,3.14,2.38,2.25,4,15.21,5.2,0.02,0.91,0.32572,NA
"16651","Gm20536",0.79,0,0,0,1.12,0,0,0.3,0,0.73,0.84886,NA
"16652","Gm20537",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16653","Gm20538",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16654","Gm20539",1.59,0,0,0,1.12,1.33,0,0.6,0,0.95,0.73482,NA
"16655","Gm20540",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16656","Gm20541",5.56,0,1.05,0.79,1.12,0,1.17,1.4,-0.01,-1.26,0.50818,NA
"16657","Gm20542",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16658","Gm20543",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16659","Gm20544",26.22,27.43,18.82,18.22,23.57,29.34,12.87,22.4,0,-0.06,0.89349,0.98257
"16660","Gm20545",0.79,0,0,0,0,0,1.17,0.3,0,0.73,0.84886,NA
"16661","Gm20546",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16662","Gm20547",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16663","Gm20548",2.38,1.66,1.05,0,2.25,1.33,0,1.2,0,-0.09,0.95764,NA
"16664","Gm20549",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16665","Gm20553",0.79,0,0,1.58,0,0,0,0.3,0,-1.44,0.70341,NA
"16666","Gm20554",0,3.33,2.09,3.17,1.12,8,3.51,3,0.02,0.96,0.43152,NA
"16667","Gm20555",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16668","Gm20556",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"16669","Gm20557",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16670","Gm20559",27.81,14.13,11.5,9.51,19.08,8,8.19,14,-0.02,-0.42,0.49814,0.8598
"16671","Gm2056",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"16672","Gm20560",0.79,0,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"16673","Gm20561",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16674","Gm20564",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16675","Gm20568",1.59,2.49,1.05,3.17,1.12,1.33,2.34,1.9,-0.01,-0.39,0.76397,NA
"16676","Gm20570",4.77,4.16,4.18,4.75,3.37,1.33,3.51,3.7,-0.02,-0.69,0.46429,NA
"16677","Gm20574",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16678","Gm2058",41.32,42.4,32.41,46.74,56.13,40.01,60.84,45.7,0.04,0.36,0.22613,0.70316
"16679","Gm20586",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16680","Gm20587",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16681","Gm20589",0,0,0,0,0,0,2.34,0.3,0,2.31,0.54102,NA
"16682","Gm2059",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16683","Gm20593",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16684","Gm20594",6.36,6.65,6.27,5.55,12.35,12,18.72,9.7,0.09,1.21,0.03696,NA
"16685","Gm20596",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"16686","Gm20597",17.48,19.12,13.59,10.3,12.35,12,19.89,15,0,-0.03,0.94468,0.98977
"16687","Gm20604",557.81,428.97,424.53,564.83,521.99,546.77,444.57,498.5,0,0.03,0.8623,0.97405
"16688","Gm20605",3.97,11.64,7.32,2.38,2.25,2.67,1.17,4.5,-0.04,-1.65,0.11511,NA
"16689","Gm20609",1.59,3.33,1.05,5.55,7.86,4,2.34,3.7,0.01,0.7,0.48778,NA
"16690","Gm2061",224.08,238.6,163.12,210.72,202.06,161.36,167.3,195.3,-0.04,-0.24,0.20316,0.68097
"16691","Gm20610",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16692","Gm20611",0,1.66,0,0,2.25,0,1.17,0.7,0.01,1.41,0.58549,NA
"16693","Gm20612",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16694","Gm20613",0,0,0,0,0,0,0,0,0,NA,NA,NA
"16695","Gm20614",0,0,0,0,0,0,0,0,0,NA,NA,NA
